Freq.	V(vout)/V(vin)
1.32013201320131e+008	(1.73811064144521e+001dB,1.75625311784719e+002°)
1.32050705070506e+008	(1.73810904346748e+001dB,1.75623784920244e+002°)
1.32088208820881e+008	(1.73810744506899e+001dB,1.75622258156175e+002°)
1.32125712571256e+008	(1.73810584624989e+001dB,1.75620731492432e+002°)
1.32163216321631e+008	(1.73810424701018e+001dB,1.75619204928933e+002°)
1.32200720072006e+008	(1.73810264734994e+001dB,1.75617678465623e+002°)
1.32238223822381e+008	(1.73810104726921e+001dB,1.75616152102433e+002°)
1.32275727572756e+008	(1.73809944676811e+001dB,1.75614625839297e+002°)
1.32313231323131e+008	(1.73809784584659e+001dB,1.75613099676123e+002°)
1.32350735073506e+008	(1.73809624450479e+001dB,1.75611573612866e+002°)
1.32388238823881e+008	(1.73809464274278e+001dB,1.75610047649454e+002°)
1.32425742574256e+008	(1.73809304056055e+001dB,1.75608521785806e+002°)
1.32463246324631e+008	(1.73809143795821e+001dB,1.75606996021867e+002°)
1.32500750075006e+008	(1.73808983493585e+001dB,1.75605470357545e+002°)
1.32538253825382e+008	(1.73808823149343e+001dB,1.75603944792801e+002°)
1.32575757575757e+008	(1.73808662763109e+001dB,1.75602419327553e+002°)
1.32613261326132e+008	(1.73808502334886e+001dB,1.75600893961726e+002°)
1.32650765076507e+008	(1.73808341864687e+001dB,1.75599368695260e+002°)
1.32688268826882e+008	(1.73808181352504e+001dB,1.75597843528084e+002°)
1.32725772577257e+008	(1.73808020798349e+001dB,1.75596318460121e+002°)
1.32763276327632e+008	(1.73807860202234e+001dB,1.75594793491322e+002°)
1.32800780078007e+008	(1.73807699564158e+001dB,1.75593268621612e+002°)
1.32838283828382e+008	(1.73807538884128e+001dB,1.75591743850902e+002°)
1.32875787578757e+008	(1.73807378162155e+001dB,1.75590219179162e+002°)
1.32913291329132e+008	(1.73807217398238e+001dB,1.75588694606290e+002°)
1.32950795079507e+008	(1.73807056592388e+001dB,1.75587170132233e+002°)
1.32988298829882e+008	(1.73806895744604e+001dB,1.75585645756921e+002°)
1.33025802580257e+008	(1.73806734854900e+001dB,1.75584121480282e+002°)
1.33063306330632e+008	(1.73806573923278e+001dB,1.75582597302256e+002°)
1.33100810081007e+008	(1.73806412949744e+001dB,1.75581073222770e+002°)
1.33138313831382e+008	(1.73806251934309e+001dB,1.75579549241764e+002°)
1.33175817581757e+008	(1.73806090876965e+001dB,1.75578025359163e+002°)
1.33213321332132e+008	(1.73805929777736e+001dB,1.75576501574903e+002°)
1.33250825082507e+008	(1.73805768636614e+001dB,1.75574977888917e+002°)
1.33288328832882e+008	(1.73805607453613e+001dB,1.75573454301133e+002°)
1.33325832583257e+008	(1.73805446228733e+001dB,1.75571930811496e+002°)
1.33363336333632e+008	(1.73805284961982e+001dB,1.75570407419921e+002°)
1.33400840084007e+008	(1.73805123653368e+001dB,1.75568884126347e+002°)
1.33438343834382e+008	(1.73804962302897e+001dB,1.75567360930718e+002°)
1.33475847584757e+008	(1.73804800910570e+001dB,1.75565837832962e+002°)
1.33513351335132e+008	(1.73804639476402e+001dB,1.75564314833006e+002°)
1.33550855085507e+008	(1.73804478000390e+001dB,1.75562791930786e+002°)
1.33588358835882e+008	(1.73804316482539e+001dB,1.75561269126248e+002°)
1.33625862586257e+008	(1.73804154922860e+001dB,1.75559746419305e+002°)
1.33663366336632e+008	(1.73803993321365e+001dB,1.75558223809901e+002°)
1.33700870087008e+008	(1.73803831678047e+001dB,1.75556701297972e+002°)
1.33738373837383e+008	(1.73803669992919e+001dB,1.75555178883444e+002°)
1.33775877587758e+008	(1.73803508265981e+001dB,1.75553656566243e+002°)
1.33813381338133e+008	(1.73803346497251e+001dB,1.75552134346336e+002°)
1.33850885088508e+008	(1.73803184686718e+001dB,1.75550612223633e+002°)
1.33888388838883e+008	(1.73803022834405e+001dB,1.75549090198067e+002°)
1.33925892589258e+008	(1.73802860940304e+001dB,1.75547568269582e+002°)
1.33963396339633e+008	(1.73802699004431e+001dB,1.75546046438096e+002°)
1.34000900090008e+008	(1.73802537026788e+001dB,1.75544524703567e+002°)
1.34038403840383e+008	(1.73802375007376e+001dB,1.75543003065898e+002°)
1.34075907590758e+008	(1.73802212946211e+001dB,1.75541481525061e+002°)
1.34113411341133e+008	(1.73802050843286e+001dB,1.75539960080964e+002°)
1.34150915091508e+008	(1.73801888698621e+001dB,1.75538438733548e+002°)
1.34188418841883e+008	(1.73801726512212e+001dB,1.75536917482747e+002°)
1.34225922592258e+008	(1.73801564284071e+001dB,1.75535396328496e+002°)
1.34263426342633e+008	(1.73801402014192e+001dB,1.75533875270743e+002°)
1.34300930093008e+008	(1.73801239702597e+001dB,1.75532354309398e+002°)
1.34338433843383e+008	(1.73801077349284e+001dB,1.75530833444420e+002°)
1.34375937593758e+008	(1.73800914954257e+001dB,1.75529312675725e+002°)
1.34413441344133e+008	(1.73800752517523e+001dB,1.75527792003268e+002°)
1.34450945094508e+008	(1.73800590039089e+001dB,1.75526271426962e+002°)
1.34488448844883e+008	(1.73800427518967e+001dB,1.75524750946751e+002°)
1.34525952595258e+008	(1.73800264957146e+001dB,1.75523230562572e+002°)
1.34563456345633e+008	(1.73800102353650e+001dB,1.75521710274364e+002°)
1.34600960096008e+008	(1.73799939708476e+001dB,1.75520190082061e+002°)
1.34638463846383e+008	(1.73799777021632e+001dB,1.75518669985600e+002°)
1.34675967596758e+008	(1.73799614293121e+001dB,1.75517149984901e+002°)
1.34713471347133e+008	(1.73799451522948e+001dB,1.75515630079927e+002°)
1.34750975097508e+008	(1.73799288711127e+001dB,1.75514110270590e+002°)
1.34788478847883e+008	(1.73799125857654e+001dB,1.75512590556836e+002°)
1.34825982598259e+008	(1.73798962962545e+001dB,1.75511070938598e+002°)
1.34863486348634e+008	(1.73798800025797e+001dB,1.75509551415827e+002°)
1.34900990099009e+008	(1.73798637047416e+001dB,1.75508031988429e+002°)
1.34938493849384e+008	(1.73798474027414e+001dB,1.75506512656375e+002°)
1.34975997599759e+008	(1.73798310965795e+001dB,1.75504993419567e+002°)
1.35013501350134e+008	(1.73798147862562e+001dB,1.75503474277962e+002°)
1.35051005100509e+008	(1.73797984717723e+001dB,1.75501955231487e+002°)
1.35088508850884e+008	(1.73797821531282e+001dB,1.75500436280091e+002°)
1.35126012601259e+008	(1.73797658303246e+001dB,1.75498917423712e+002°)
1.35163516351634e+008	(1.73797495033620e+001dB,1.75497398662266e+002°)
1.35201020102009e+008	(1.73797331722412e+001dB,1.75495879995695e+002°)
1.35238523852384e+008	(1.73797168369628e+001dB,1.75494361423952e+002°)
1.35276027602759e+008	(1.73797004975270e+001dB,1.75492842946965e+002°)
1.35313531353134e+008	(1.73796841539344e+001dB,1.75491324564667e+002°)
1.35351035103509e+008	(1.73796678061861e+001dB,1.75489806277004e+002°)
1.35388538853884e+008	(1.73796514542822e+001dB,1.75488288083902e+002°)
1.35426042604259e+008	(1.73796350982233e+001dB,1.75486769985301e+002°)
1.35463546354634e+008	(1.73796187380106e+001dB,1.75485251981152e+002°)
1.35501050105009e+008	(1.73796023736439e+001dB,1.75483734071359e+002°)
1.35538553855384e+008	(1.73795860051241e+001dB,1.75482216255901e+002°)
1.35576057605759e+008	(1.73795696324521e+001dB,1.75480698534676e+002°)
1.35613561356134e+008	(1.73795532556276e+001dB,1.75479180907644e+002°)
1.35651065106509e+008	(1.73795368746523e+001dB,1.75477663374759e+002°)
1.35688568856884e+008	(1.73795204895263e+001dB,1.75476145935936e+002°)
1.35726072607259e+008	(1.73795041002493e+001dB,1.75474628591107e+002°)
1.35763576357634e+008	(1.73794877068235e+001dB,1.75473111340219e+002°)
1.35801080108009e+008	(1.73794713092483e+001dB,1.75471594183208e+002°)
1.35838583858384e+008	(1.73794549075245e+001dB,1.75470077120016e+002°)
1.35876087608759e+008	(1.73794385016528e+001dB,1.75468560150582e+002°)
1.35913591359134e+008	(1.73794220916342e+001dB,1.75467043274839e+002°)
1.35951095109509e+008	(1.73794056774684e+001dB,1.75465526492725e+002°)
1.35988598859885e+008	(1.73793892591569e+001dB,1.75464009804177e+002°)
1.36026102610260e+008	(1.73793728366997e+001dB,1.75462493209143e+002°)
1.36063606360635e+008	(1.73793564100974e+001dB,1.75460976707543e+002°)
1.36101110111010e+008	(1.73793399793507e+001dB,1.75459460299340e+002°)
1.36138613861385e+008	(1.73793235444602e+001dB,1.75457943984453e+002°)
1.36176117611760e+008	(1.73793071054267e+001dB,1.75456427762826e+002°)
1.36213621362135e+008	(1.73792906622505e+001dB,1.75454911634403e+002°)
1.36251125112510e+008	(1.73792742149317e+001dB,1.75453395599107e+002°)
1.36288628862885e+008	(1.73792577634718e+001dB,1.75451879656892e+002°)
1.36326132613260e+008	(1.73792413078707e+001dB,1.75450363807693e+002°)
1.36363636363635e+008	(1.73792248481297e+001dB,1.75448848051464e+002°)
1.36401140114010e+008	(1.73792083842489e+001dB,1.75447332388122e+002°)
1.36438643864385e+008	(1.73791919162288e+001dB,1.75445816817612e+002°)
1.36476147614760e+008	(1.73791754440698e+001dB,1.75444301339856e+002°)
1.36513651365135e+008	(1.73791589677729e+001dB,1.75442785954838e+002°)
1.36551155115510e+008	(1.73791424873392e+001dB,1.75441270662461e+002°)
1.36588658865885e+008	(1.73791260027680e+001dB,1.75439755462671e+002°)
1.36626162616260e+008	(1.73791095140603e+001dB,1.75438240355409e+002°)
1.36663666366635e+008	(1.73790930212170e+001dB,1.75436725340619e+002°)
1.36701170117010e+008	(1.73790765242385e+001dB,1.75435210418229e+002°)
1.36738673867385e+008	(1.73790600231258e+001dB,1.75433695588201e+002°)
1.36776177617760e+008	(1.73790435178790e+001dB,1.75432180850447e+002°)
1.36813681368135e+008	(1.73790270084985e+001dB,1.75430666204941e+002°)
1.36851185118510e+008	(1.73790104949856e+001dB,1.75429151651576e+002°)
1.36888688868885e+008	(1.73789939773402e+001dB,1.75427637190339e+002°)
1.36926192619260e+008	(1.73789774555629e+001dB,1.75426122821137e+002°)
1.36963696369635e+008	(1.73789609296550e+001dB,1.75424608543926e+002°)
1.37001200120010e+008	(1.73789443996163e+001dB,1.75423094358643e+002°)
1.37038703870385e+008	(1.73789278654477e+001dB,1.75421580265229e+002°)
1.37076207620760e+008	(1.73789113271495e+001dB,1.75420066263613e+002°)
1.37113711371135e+008	(1.73788947847228e+001dB,1.75418552353749e+002°)
1.37151215121511e+008	(1.73788782381677e+001dB,1.75417038535575e+002°)
1.37188718871886e+008	(1.73788616874849e+001dB,1.75415524809033e+002°)
1.37226222622261e+008	(1.73788451326750e+001dB,1.75414011174059e+002°)
1.37263726372636e+008	(1.73788285737391e+001dB,1.75412497630591e+002°)
1.37301230123011e+008	(1.73788120106767e+001dB,1.75410984178572e+002°)
1.37338733873386e+008	(1.73787954434887e+001dB,1.75409470817952e+002°)
1.37376237623761e+008	(1.73787788721767e+001dB,1.75407957548657e+002°)
1.37413741374136e+008	(1.73787622967400e+001dB,1.75406444370633e+002°)
1.37451245124511e+008	(1.73787457171802e+001dB,1.75404931283836e+002°)
1.37488748874886e+008	(1.73787291334969e+001dB,1.75403418288178e+002°)
1.37526252625261e+008	(1.73787125456910e+001dB,1.75401905383621e+002°)
1.37563756375636e+008	(1.73786959537636e+001dB,1.75400392570101e+002°)
1.37601260126011e+008	(1.73786793577149e+001dB,1.75398879847565e+002°)
1.37638763876386e+008	(1.73786627575456e+001dB,1.75397367215943e+002°)
1.37676267626761e+008	(1.73786461532551e+001dB,1.75395854675175e+002°)
1.37713771377136e+008	(1.73786295448459e+001dB,1.75394342225222e+002°)
1.37751275127511e+008	(1.73786129323178e+001dB,1.75392829865996e+002°)
1.37788778877886e+008	(1.73785963156710e+001dB,1.75391317597467e+002°)
1.37826282628261e+008	(1.73785796949060e+001dB,1.75389805419558e+002°)
1.37863786378636e+008	(1.73785630700239e+001dB,1.75388293332223e+002°)
1.37901290129011e+008	(1.73785464410254e+001dB,1.75386781335396e+002°)
1.37938793879386e+008	(1.73785298079107e+001dB,1.75385269429017e+002°)
1.37976297629761e+008	(1.73785131706801e+001dB,1.75383757613039e+002°)
1.38013801380136e+008	(1.73784965293345e+001dB,1.75382245887386e+002°)
1.38051305130511e+008	(1.73784798838745e+001dB,1.75380734252018e+002°)
1.38088808880886e+008	(1.73784632343010e+001dB,1.75379222706866e+002°)
1.38126312631261e+008	(1.73784465806139e+001dB,1.75377711251885e+002°)
1.38163816381636e+008	(1.73784299228140e+001dB,1.75376199886996e+002°)
1.38201320132011e+008	(1.73784132609021e+001dB,1.75374688612148e+002°)
1.38238823882386e+008	(1.73783965948789e+001dB,1.75373177427303e+002°)
1.38276327632761e+008	(1.73783799247443e+001dB,1.75371666332380e+002°)
1.38313831383137e+008	(1.73783632504998e+001dB,1.75370155327333e+002°)
1.38351335133512e+008	(1.73783465721446e+001dB,1.75368644412100e+002°)
1.38388838883887e+008	(1.73783298896806e+001dB,1.75367133586621e+002°)
1.38426342634262e+008	(1.73783132031081e+001dB,1.75365622850850e+002°)
1.38463846384637e+008	(1.73782965124270e+001dB,1.75364112204724e+002°)
1.38501350135012e+008	(1.73782798176390e+001dB,1.75362601648176e+002°)
1.38538853885387e+008	(1.73782631187433e+001dB,1.75361091181161e+002°)
1.38576357635762e+008	(1.73782464157417e+001dB,1.75359580803621e+002°)
1.38613861386137e+008	(1.73782297086340e+001dB,1.75358070515481e+002°)
1.38651365136512e+008	(1.73782129974212e+001dB,1.75356560316707e+002°)
1.38688868886887e+008	(1.73781962821036e+001dB,1.75355050207243e+002°)
1.38726372637262e+008	(1.73781795626823e+001dB,1.75353540187013e+002°)
