Freq.	V(vout)/V(vin)
1.80355535553548e+008	(1.73572173254148e+001dB,1.73722585020561e+002°)
1.80393039303923e+008	(1.73571963877005e+001dB,1.73721149657399e+002°)
1.80430543054298e+008	(1.73571754464923e+001dB,1.73719714346232e+002°)
1.80468046804673e+008	(1.73571545017915e+001dB,1.73718279087053e+002°)
1.80505550555048e+008	(1.73571335535980e+001dB,1.73716843879825e+002°)
1.80543054305423e+008	(1.73571126019122e+001dB,1.73715408724583e+002°)
1.80580558055798e+008	(1.73570916467349e+001dB,1.73713973621255e+002°)
1.80618061806173e+008	(1.73570706880668e+001dB,1.73712538569836e+002°)
1.80655565556548e+008	(1.73570497259087e+001dB,1.73711103570310e+002°)
1.80693069306923e+008	(1.73570287602602e+001dB,1.73709668622667e+002°)
1.80730573057298e+008	(1.73570077911226e+001dB,1.73708233726873e+002°)
1.80768076807673e+008	(1.73569868184959e+001dB,1.73706798882907e+002°)
1.80805580558048e+008	(1.73569658423810e+001dB,1.73705364090785e+002°)
1.80843084308423e+008	(1.73569448627787e+001dB,1.73703929350457e+002°)
1.80880588058798e+008	(1.73569238796890e+001dB,1.73702494661909e+002°)
1.80918091809173e+008	(1.73569028931127e+001dB,1.73701060025121e+002°)
1.80955595559548e+008	(1.73568819030506e+001dB,1.73699625440102e+002°)
1.80993099309923e+008	(1.73568609095030e+001dB,1.73698190906776e+002°)
1.81030603060298e+008	(1.73568399124701e+001dB,1.73696756425187e+002°)
1.81068106810673e+008	(1.73568189119532e+001dB,1.73695321995288e+002°)
1.81105610561049e+008	(1.73567979079519e+001dB,1.73693887617058e+002°)
1.81143114311424e+008	(1.73567769004680e+001dB,1.73692453290485e+002°)
1.81180618061799e+008	(1.73567558895008e+001dB,1.73691019015540e+002°)
1.81218121812174e+008	(1.73567348750514e+001dB,1.73689584792227e+002°)
1.81255625562549e+008	(1.73567138571205e+001dB,1.73688150620499e+002°)
1.81293129312924e+008	(1.73566928357080e+001dB,1.73686716500359e+002°)
1.81330633063299e+008	(1.73566718108154e+001dB,1.73685282431792e+002°)
1.81368136813674e+008	(1.73566507824426e+001dB,1.73683848414755e+002°)
1.81405640564049e+008	(1.73566297505903e+001dB,1.73682414449270e+002°)
1.81443144314424e+008	(1.73566087152592e+001dB,1.73680980535273e+002°)
1.81480648064799e+008	(1.73565876764497e+001dB,1.73679546672780e+002°)
1.81518151815174e+008	(1.73565666341617e+001dB,1.73678112861747e+002°)
1.81555655565549e+008	(1.73565455883968e+001dB,1.73676679102177e+002°)
1.81593159315924e+008	(1.73565245391555e+001dB,1.73675245394058e+002°)
1.81630663066299e+008	(1.73565034864374e+001dB,1.73673811737355e+002°)
1.81668166816674e+008	(1.73564824302439e+001dB,1.73672378132031e+002°)
1.81705670567049e+008	(1.73564613705753e+001dB,1.73670944578114e+002°)
1.81743174317424e+008	(1.73564403074316e+001dB,1.73669511075557e+002°)
1.81780678067799e+008	(1.73564192408144e+001dB,1.73668077624345e+002°)
1.81818181818174e+008	(1.73563981707233e+001dB,1.73666644224465e+002°)
1.81855685568549e+008	(1.73563770971594e+001dB,1.73665210875885e+002°)
1.81893189318924e+008	(1.73563560201234e+001dB,1.73663777578614e+002°)
1.81930693069299e+008	(1.73563349396149e+001dB,1.73662344332611e+002°)
1.81968196819674e+008	(1.73563138556360e+001dB,1.73660911137864e+002°)
1.82005700570049e+008	(1.73562927681853e+001dB,1.73659477994343e+002°)
1.82043204320424e+008	(1.73562716772642e+001dB,1.73658044902071e+002°)
1.82080708070799e+008	(1.73562505828744e+001dB,1.73656611860991e+002°)
1.82118211821174e+008	(1.73562294850151e+001dB,1.73655178871095e+002°)
1.82155715571549e+008	(1.73562083836871e+001dB,1.73653745932382e+002°)
1.82193219321924e+008	(1.73561872788911e+001dB,1.73652313044808e+002°)
1.82230723072299e+008	(1.73561661706276e+001dB,1.73650880208352e+002°)
1.82268226822675e+008	(1.73561450588968e+001dB,1.73649447423036e+002°)
1.82305730573050e+008	(1.73561239437001e+001dB,1.73648014688807e+002°)
1.82343234323425e+008	(1.73561028250373e+001dB,1.73646582005660e+002°)
1.82380738073800e+008	(1.73560817029092e+001dB,1.73645149373581e+002°)
1.82418241824175e+008	(1.73560605773161e+001dB,1.73643716792525e+002°)
1.82455745574550e+008	(1.73560394482593e+001dB,1.73642284262513e+002°)
1.82493249324925e+008	(1.73560183157382e+001dB,1.73640851783505e+002°)
1.82530753075300e+008	(1.73559971797544e+001dB,1.73639419355495e+002°)
1.82568256825675e+008	(1.73559760403077e+001dB,1.73637986978451e+002°)
1.82605760576050e+008	(1.73559548973992e+001dB,1.73636554652366e+002°)
1.82643264326425e+008	(1.73559337510289e+001dB,1.73635122377214e+002°)
1.82680768076800e+008	(1.73559126011976e+001dB,1.73633690152978e+002°)
1.82718271827175e+008	(1.73558914479063e+001dB,1.73632257979666e+002°)
1.82755775577550e+008	(1.73558702911550e+001dB,1.73630825857232e+002°)
1.82793279327925e+008	(1.73558491309437e+001dB,1.73629393785653e+002°)
1.82830783078300e+008	(1.73558279672746e+001dB,1.73627961764933e+002°)
1.82868286828675e+008	(1.73558068001468e+001dB,1.73626529795041e+002°)
1.82905790579050e+008	(1.73557856295612e+001dB,1.73625097875972e+002°)
1.82943294329425e+008	(1.73557644555187e+001dB,1.73623666007691e+002°)
1.82980798079800e+008	(1.73557432780193e+001dB,1.73622234190204e+002°)
1.83018301830175e+008	(1.73557220970643e+001dB,1.73620802423474e+002°)
1.83055805580550e+008	(1.73557009126533e+001dB,1.73619370707491e+002°)
1.83093309330925e+008	(1.73556797247878e+001dB,1.73617939042222e+002°)
1.83130813081300e+008	(1.73556585334676e+001dB,1.73616507427680e+002°)
1.83168316831675e+008	(1.73556373386935e+001dB,1.73615075863818e+002°)
1.83205820582050e+008	(1.73556161404657e+001dB,1.73613644350636e+002°)
1.83243324332425e+008	(1.73555949387860e+001dB,1.73612212888128e+002°)
1.83280828082800e+008	(1.73555737336535e+001dB,1.73610781476254e+002°)
1.83318331833175e+008	(1.73555525250693e+001dB,1.73609350115006e+002°)
1.83355835583550e+008	(1.73555313130345e+001dB,1.73607918804345e+002°)
1.83393339333925e+008	(1.73555100975484e+001dB,1.73606487544292e+002°)
1.83430843084301e+008	(1.73554888786129e+001dB,1.73605056334804e+002°)
1.83468346834676e+008	(1.73554676562277e+001dB,1.73603625175876e+002°)
1.83505850585051e+008	(1.73554464303931e+001dB,1.73602194067475e+002°)
1.83543354335426e+008	(1.73554252011107e+001dB,1.73600763009601e+002°)
1.83580858085801e+008	(1.73554039683796e+001dB,1.73599332002226e+002°)
1.83618361836176e+008	(1.73553827322020e+001dB,1.73597901045346e+002°)
1.83655865586551e+008	(1.73553614925772e+001dB,1.73596470138933e+002°)
1.83693369336926e+008	(1.73553402495062e+001dB,1.73595039282949e+002°)
1.83730873087301e+008	(1.73553190029896e+001dB,1.73593608477416e+002°)
1.83768376837676e+008	(1.73552977530281e+001dB,1.73592177722303e+002°)
1.83805880588051e+008	(1.73552764996215e+001dB,1.73590747017599e+002°)
1.83843384338426e+008	(1.73552552427713e+001dB,1.73589316363268e+002°)
1.83880888088801e+008	(1.73552339824775e+001dB,1.73587885759298e+002°)
1.83918391839176e+008	(1.73552127187407e+001dB,1.73586455205689e+002°)
1.83955895589551e+008	(1.73551914515614e+001dB,1.73585024702381e+002°)
1.83993399339926e+008	(1.73551701809403e+001dB,1.73583594249418e+002°)
1.84030903090301e+008	(1.73551489068780e+001dB,1.73582163846745e+002°)
1.84068406840676e+008	(1.73551276293746e+001dB,1.73580733494348e+002°)
1.84105910591051e+008	(1.73551063484311e+001dB,1.73579303192212e+002°)
1.84143414341426e+008	(1.73550850640481e+001dB,1.73577872940329e+002°)
1.84180918091801e+008	(1.73550637762257e+001dB,1.73576442738683e+002°)
1.84218421842176e+008	(1.73550424849651e+001dB,1.73575012587229e+002°)
1.84255925592551e+008	(1.73550211902660e+001dB,1.73573582485969e+002°)
1.84293429342926e+008	(1.73549998921297e+001dB,1.73572152434903e+002°)
1.84330933093301e+008	(1.73549785905563e+001dB,1.73570722433997e+002°)
1.84368436843676e+008	(1.73549572855468e+001dB,1.73569292483233e+002°)
1.84405940594051e+008	(1.73549359771007e+001dB,1.73567862582585e+002°)
1.84443444344426e+008	(1.73549146652203e+001dB,1.73566432732079e+002°)
1.84480948094801e+008	(1.73548933499046e+001dB,1.73565002931629e+002°)
1.84518451845176e+008	(1.73548720311547e+001dB,1.73563573181287e+002°)
1.84555955595551e+008	(1.73548507089712e+001dB,1.73562143480999e+002°)
1.84593459345927e+008	(1.73548293833546e+001dB,1.73560713830746e+002°)
1.84630963096302e+008	(1.73548080543056e+001dB,1.73559284230521e+002°)
1.84668466846677e+008	(1.73547867218241e+001dB,1.73557854680303e+002°)
1.84705970597052e+008	(1.73547653859116e+001dB,1.73556425180081e+002°)
1.84743474347427e+008	(1.73547440465679e+001dB,1.73554995729823e+002°)
1.84780978097802e+008	(1.73547227037935e+001dB,1.73553566329536e+002°)
1.84818481848177e+008	(1.73547013575896e+001dB,1.73552136979200e+002°)
1.84855985598552e+008	(1.73546800079564e+001dB,1.73550707678776e+002°)
1.84893489348927e+008	(1.73546586548942e+001dB,1.73549278428269e+002°)
1.84930993099302e+008	(1.73546372984041e+001dB,1.73547849227648e+002°)
1.84968496849677e+008	(1.73546159384864e+001dB,1.73546420076917e+002°)
1.85006000600052e+008	(1.73545945751412e+001dB,1.73544990976044e+002°)
1.85043504350427e+008	(1.73545732083696e+001dB,1.73543561925000e+002°)
1.85081008100802e+008	(1.73545518381722e+001dB,1.73542132923790e+002°)
1.85118511851177e+008	(1.73545304645487e+001dB,1.73540703972386e+002°)
1.85156015601552e+008	(1.73545090875009e+001dB,1.73539275070775e+002°)
1.85193519351927e+008	(1.73544877070286e+001dB,1.73537846218946e+002°)
1.85231023102302e+008	(1.73544663231325e+001dB,1.73536417416872e+002°)
1.85268526852677e+008	(1.73544449358126e+001dB,1.73534988664539e+002°)
1.85306030603052e+008	(1.73544235450705e+001dB,1.73533559961938e+002°)
1.85343534353427e+008	(1.73544021509061e+001dB,1.73532131309048e+002°)
1.85381038103802e+008	(1.73543807533202e+001dB,1.73530702705847e+002°)
1.85418541854177e+008	(1.73543593523130e+001dB,1.73529274152319e+002°)
1.85456045604552e+008	(1.73543379478852e+001dB,1.73527845648456e+002°)
1.85493549354927e+008	(1.73543165400372e+001dB,1.73526417194239e+002°)
1.85531053105302e+008	(1.73542951287700e+001dB,1.73524988789638e+002°)
1.85568556855677e+008	(1.73542737140839e+001dB,1.73523560434665e+002°)
1.85606060606052e+008	(1.73542522959790e+001dB,1.73522132129276e+002°)
1.85643564356427e+008	(1.73542308744568e+001dB,1.73520703873471e+002°)
1.85681068106802e+008	(1.73542094495169e+001dB,1.73519275667218e+002°)
1.85718571857178e+008	(1.73541880211605e+001dB,1.73517847510529e+002°)
1.85756075607553e+008	(1.73541665893882e+001dB,1.73516419403353e+002°)
1.85793579357928e+008	(1.73541451541998e+001dB,1.73514991345689e+002°)
1.85831083108303e+008	(1.73541237155963e+001dB,1.73513563337528e+002°)
1.85868586858678e+008	(1.73541022735783e+001dB,1.73512135378852e+002°)
1.85906090609053e+008	(1.73540808281460e+001dB,1.73510707469628e+002°)
1.85943594359428e+008	(1.73540593793013e+001dB,1.73509279609861e+002°)
1.85981098109803e+008	(1.73540379270428e+001dB,1.73507851799524e+002°)
1.86018601860178e+008	(1.73540164713722e+001dB,1.73506424038587e+002°)
1.86056105610553e+008	(1.73539950122895e+001dB,1.73504996327073e+002°)
1.86093609360928e+008	(1.73539735497960e+001dB,1.73503568664933e+002°)
1.86131113111303e+008	(1.73539520838914e+001dB,1.73502141052156e+002°)
1.86168616861678e+008	(1.73539306145766e+001dB,1.73500713488712e+002°)
1.86206120612053e+008	(1.73539091418525e+001dB,1.73499285974622e+002°)
1.86243624362428e+008	(1.73538876657194e+001dB,1.73497858509849e+002°)
1.86281128112803e+008	(1.73538661861774e+001dB,1.73496431094374e+002°)
1.86318631863178e+008	(1.73538447032271e+001dB,1.73495003728185e+002°)
1.86356135613553e+008	(1.73538232168699e+001dB,1.73493576411267e+002°)
1.86393639363928e+008	(1.73538017271061e+001dB,1.73492149143604e+002°)
1.86431143114303e+008	(1.73537802339350e+001dB,1.73490721925169e+002°)
1.86468646864678e+008	(1.73537587373591e+001dB,1.73489294755958e+002°)
1.86506150615053e+008	(1.73537372373775e+001dB,1.73487867635957e+002°)
1.86543654365428e+008	(1.73537157339907e+001dB,1.73486440565138e+002°)
1.86581158115803e+008	(1.73536942272003e+001dB,1.73485013543498e+002°)
1.86618661866178e+008	(1.73536727170062e+001dB,1.73483586571003e+002°)
1.86656165616553e+008	(1.73536512034091e+001dB,1.73482159647656e+002°)
1.86693669366928e+008	(1.73536296864093e+001dB,1.73480732773438e+002°)
1.86731173117303e+008	(1.73536081660073e+001dB,1.73479305948319e+002°)
1.86768676867678e+008	(1.73535866422043e+001dB,1.73477879172298e+002°)
1.86806180618053e+008	(1.73535651150002e+001dB,1.73476452445348e+002°)
1.86843684368428e+008	(1.73535435843961e+001dB,1.73475025767464e+002°)
1.86881188118804e+008	(1.73535220503919e+001dB,1.73473599138624e+002°)
1.86918691869179e+008	(1.73535005129884e+001dB,1.73472172558811e+002°)
1.86956195619554e+008	(1.73534789721863e+001dB,1.73470746028019e+002°)
1.86993699369929e+008	(1.73534574279860e+001dB,1.73469319546220e+002°)
1.87031203120304e+008	(1.73534358803877e+001dB,1.73467893113381e+002°)
1.87068706870679e+008	(1.73534143293932e+001dB,1.73466466729537e+002°)
1.87106210621054e+008	(1.73533927750018e+001dB,1.73465040394627e+002°)
1.87143714371429e+008	(1.73533712172142e+001dB,1.73463614108655e+002°)
1.87181218121804e+008	(1.73533496560316e+001dB,1.73462187871595e+002°)
1.87218721872179e+008	(1.73533280914538e+001dB,1.73460761683443e+002°)
1.87256225622554e+008	(1.73533065234818e+001dB,1.73459335544178e+002°)
1.87293729372929e+008	(1.73532849521164e+001dB,1.73457909453782e+002°)
1.87331233123304e+008	(1.73532633773571e+001dB,1.73456483412237e+002°)
1.87368736873679e+008	(1.73532417992056e+001dB,1.73455057419515e+002°)
1.87406240624054e+008	(1.73532202176617e+001dB,1.73453631475640e+002°)
1.87443744374429e+008	(1.73531986327265e+001dB,1.73452205580564e+002°)
1.87481248124804e+008	(1.73531770443999e+001dB,1.73450779734273e+002°)
1.87518751875179e+008	(1.73531554526831e+001dB,1.73449353936766e+002°)
1.87556255625554e+008	(1.73531338575760e+001dB,1.73447928188003e+002°)
1.87593759375929e+008	(1.73531122590802e+001dB,1.73446502488015e+002°)
1.87631263126304e+008	(1.73530906571949e+001dB,1.73445076836733e+002°)
1.87668766876679e+008	(1.73530690519217e+001dB,1.73443651234170e+002°)
1.87706270627054e+008	(1.73530474432600e+001dB,1.73442225680300e+002°)
1.87743774377429e+008	(1.73530258312118e+001dB,1.73440800175113e+002°)
1.87781278127804e+008	(1.73530042157767e+001dB,1.73439374718591e+002°)
1.87818781878179e+008	(1.73529825969555e+001dB,1.73437949310727e+002°)
1.87856285628554e+008	(1.73529609747490e+001dB,1.73436523951491e+002°)
1.87893789378929e+008	(1.73529393491573e+001dB,1.73435098640869e+002°)
1.87931293129304e+008	(1.73529177201812e+001dB,1.73433673378859e+002°)
1.87968796879679e+008	(1.73528960878207e+001dB,1.73432248165436e+002°)
1.88006300630054e+008	(1.73528744520771e+001dB,1.73430823000579e+002°)
1.88043804380430e+008	(1.73528528129510e+001dB,1.73429397884288e+002°)
1.88081308130805e+008	(1.73528311704424e+001dB,1.73427972816537e+002°)
1.88118811881180e+008	(1.73528095245519e+001dB,1.73426547797303e+002°)
1.88156315631555e+008	(1.73527878752803e+001dB,1.73425122826584e+002°)
1.88193819381930e+008	(1.73527662226282e+001dB,1.73423697904365e+002°)
1.88231323132305e+008	(1.73527445665960e+001dB,1.73422273030616e+002°)
1.88268826882680e+008	(1.73527229071843e+001dB,1.73420848205340e+002°)
1.88306330633055e+008	(1.73527012443931e+001dB,1.73419423428498e+002°)
1.88343834383430e+008	(1.73526795782238e+001dB,1.73417998700109e+002°)
1.88381338133805e+008	(1.73526579086766e+001dB,1.73416574020121e+002°)
1.88418841884180e+008	(1.73526362357521e+001dB,1.73415149388565e+002°)
1.88456345634555e+008	(1.73526145594506e+001dB,1.73413724805367e+002°)
1.88493849384930e+008	(1.73525928797726e+001dB,1.73412300270542e+002°)
1.88531353135305e+008	(1.73525711967198e+001dB,1.73410875784094e+002°)
1.88568856885680e+008	(1.73525495102910e+001dB,1.73409451345967e+002°)
1.88606360636055e+008	(1.73525278204879e+001dB,1.73408026956178e+002°)
1.88643864386430e+008	(1.73525061273107e+001dB,1.73406602614675e+002°)
1.88681368136805e+008	(1.73524844307596e+001dB,1.73405178321498e+002°)
1.88718871887180e+008	(1.73524627308362e+001dB,1.73403754076582e+002°)
1.88756375637555e+008	(1.73524410275402e+001dB,1.73402329879940e+002°)
1.88793879387930e+008	(1.73524193208719e+001dB,1.73400905731536e+002°)
1.88831383138305e+008	(1.73523976108324e+001dB,1.73399481631384e+002°)
1.88868886888680e+008	(1.73523758974221e+001dB,1.73398057579442e+002°)
1.88906390639055e+008	(1.73523541806422e+001dB,1.73396633575700e+002°)
1.88943894389430e+008	(1.73523324604915e+001dB,1.73395209620154e+002°)
1.88981398139805e+008	(1.73523107369726e+001dB,1.73393785712768e+002°)
1.89018901890180e+008	(1.73522890100842e+001dB,1.73392361853553e+002°)
1.89056405640555e+008	(1.73522672798287e+001dB,1.73390938042472e+002°)
1.89093909390930e+008	(1.73522455462055e+001dB,1.73389514279521e+002°)
1.89131413141305e+008	(1.73522238092148e+001dB,1.73388090564670e+002°)
1.89168916891680e+008	(1.73522020688581e+001dB,1.73386666897942e+002°)
1.89206420642056e+008	(1.73521803251353e+001dB,1.73385243279288e+002°)
1.89243924392431e+008	(1.73521585780473e+001dB,1.73383819708697e+002°)
1.89281428142806e+008	(1.73521368275947e+001dB,1.73382396186150e+002°)
1.89318931893181e+008	(1.73521150737775e+001dB,1.73380972711651e+002°)
1.89356435643556e+008	(1.73520933165968e+001dB,1.73379549285174e+002°)
1.89393939393931e+008	(1.73520715560531e+001dB,1.73378125906697e+002°)
1.89431443144306e+008	(1.73520497921470e+001dB,1.73376702576226e+002°)
1.89468946894681e+008	(1.73520280248788e+001dB,1.73375279293704e+002°)
1.89506450645056e+008	(1.73520062542489e+001dB,1.73373856059176e+002°)
1.89543954395431e+008	(1.73519844802578e+001dB,1.73372432872580e+002°)
1.89581458145806e+008	(1.73519627029067e+001dB,1.73371009733910e+002°)
1.89618961896181e+008	(1.73519409221956e+001dB,1.73369586643158e+002°)
1.89656465646556e+008	(1.73519191381252e+001dB,1.73368163600304e+002°)
1.89693969396931e+008	(1.73518973506963e+001dB,1.73366740605352e+002°)
1.89731473147306e+008	(1.73518755599089e+001dB,1.73365317658268e+002°)
1.89768976897681e+008	(1.73518537657642e+001dB,1.73363894759046e+002°)
1.89806480648056e+008	(1.73518319682621e+001dB,1.73362471907648e+002°)
1.89843984398431e+008	(1.73518101674038e+001dB,1.73361049104097e+002°)
1.89881488148806e+008	(1.73517883631893e+001dB,1.73359626348345e+002°)
1.89918991899181e+008	(1.73517665556192e+001dB,1.73358203640402e+002°)
1.89956495649556e+008	(1.73517447446939e+001dB,1.73356780980228e+002°)
1.89993999399931e+008	(1.73517229304152e+001dB,1.73355358367832e+002°)
1.90031503150306e+008	(1.73517011127817e+001dB,1.73353935803180e+002°)
1.90069006900681e+008	(1.73516792917958e+001dB,1.73352513286276e+002°)
1.90106510651056e+008	(1.73516574674566e+001dB,1.73351090817093e+002°)
1.90144014401431e+008	(1.73516356397654e+001dB,1.73349668395610e+002°)
1.90181518151806e+008	(1.73516138087221e+001dB,1.73348246021826e+002°)
1.90219021902181e+008	(1.73515919743286e+001dB,1.73346823695735e+002°)
1.90256525652556e+008	(1.73515701365839e+001dB,1.73345401417293e+002°)
1.90294029402931e+008	(1.73515482954894e+001dB,1.73343979186490e+002°)
1.90331533153306e+008	(1.73515264510456e+001dB,1.73342557003333e+002°)
1.90369036903682e+008	(1.73515046032528e+001dB,1.73341134867805e+002°)
1.90406540654057e+008	(1.73514827521119e+001dB,1.73339712779864e+002°)
1.90444044404432e+008	(1.73514608976230e+001dB,1.73338290739541e+002°)
1.90481548154807e+008	(1.73514390397868e+001dB,1.73336868746770e+002°)
1.90519051905182e+008	(1.73514171786042e+001dB,1.73335446801575e+002°)
1.90556555655557e+008	(1.73513953140750e+001dB,1.73334024903920e+002°)
1.90594059405932e+008	(1.73513734462004e+001dB,1.73332603053791e+002°)
1.90631563156307e+008	(1.73513515749810e+001dB,1.73331181251180e+002°)
1.90669066906682e+008	(1.73513297004172e+001dB,1.73329759496085e+002°)
1.90706570657057e+008	(1.73513078225089e+001dB,1.73328337788472e+002°)
1.90744074407432e+008	(1.73512859412580e+001dB,1.73326916128338e+002°)
1.90781578157807e+008	(1.73512640566635e+001dB,1.73325494515641e+002°)
1.90819081908182e+008	(1.73512421687271e+001dB,1.73324072950409e+002°)
1.90856585658557e+008	(1.73512202774486e+001dB,1.73322651432587e+002°)
1.90894089408932e+008	(1.73511983828290e+001dB,1.73321229962206e+002°)
1.90931593159307e+008	(1.73511764848688e+001dB,1.73319808539212e+002°)
1.90969096909682e+008	(1.73511545835685e+001dB,1.73318387163612e+002°)
1.91006600660057e+008	(1.73511326789288e+001dB,1.73316965835376e+002°)
1.91044104410432e+008	(1.73511107709499e+001dB,1.73315544554495e+002°)
1.91081608160807e+008	(1.73510888596325e+001dB,1.73314123320962e+002°)
1.91119111911182e+008	(1.73510669449770e+001dB,1.73312702134753e+002°)
1.91156615661557e+008	(1.73510450269845e+001dB,1.73311280995859e+002°)
1.91194119411932e+008	(1.73510231056552e+001dB,1.73309859904259e+002°)
1.91231623162307e+008	(1.73510011809893e+001dB,1.73308438859963e+002°)
1.91269126912682e+008	(1.73509792529877e+001dB,1.73307017862924e+002°)
1.91306630663057e+008	(1.73509573216513e+001dB,1.73305596913150e+002°)
1.91344134413432e+008	(1.73509353869800e+001dB,1.73304176010613e+002°)
1.91381638163807e+008	(1.73509134489745e+001dB,1.73302755155295e+002°)
1.91419141914182e+008	(1.73508915076358e+001dB,1.73301334347186e+002°)
1.91456645664557e+008	(1.73508695629640e+001dB,1.73299913586288e+002°)
1.91494149414932e+008	(1.73508476149596e+001dB,1.73298492872579e+002°)
1.91531653165308e+008	(1.73508256636233e+001dB,1.73297072206031e+002°)
1.91569156915683e+008	(1.73508037089559e+001dB,1.73295651586650e+002°)
1.91606660666058e+008	(1.73507817509577e+001dB,1.73294231014397e+002°)
1.91644164416433e+008	(1.73507597896286e+001dB,1.73292810489275e+002°)
1.91681668166808e+008	(1.73507378249703e+001dB,1.73291390011267e+002°)
1.91719171917183e+008	(1.73507158569831e+001dB,1.73289969580353e+002°)
1.91756675667558e+008	(1.73506938856672e+001dB,1.73288549196532e+002°)
1.91794179417933e+008	(1.73506719110232e+001dB,1.73287128859766e+002°)
1.91831683168308e+008	(1.73506499330516e+001dB,1.73285708570073e+002°)
1.91869186918683e+008	(1.73506279517530e+001dB,1.73284288327410e+002°)
1.91906690669058e+008	(1.73506059671281e+001dB,1.73282868131772e+002°)
1.91944194419433e+008	(1.73505839791769e+001dB,1.73281447983158e+002°)
1.91981698169808e+008	(1.73505619879013e+001dB,1.73280027881534e+002°)
1.92019201920183e+008	(1.73505399933006e+001dB,1.73278607826893e+002°)
1.92056705670558e+008	(1.73505179953756e+001dB,1.73277187819239e+002°)
1.92094209420933e+008	(1.73504959941266e+001dB,1.73275767858519e+002°)
1.92131713171308e+008	(1.73504739895547e+001dB,1.73274347944765e+002°)
1.92169216921683e+008	(1.73504519816607e+001dB,1.73272928077932e+002°)
1.92206720672058e+008	(1.73504299704442e+001dB,1.73271508257996e+002°)
1.92244224422433e+008	(1.73504079559064e+001dB,1.73270088484978e+002°)
1.92281728172808e+008	(1.73503859380473e+001dB,1.73268668758843e+002°)
1.92319231923183e+008	(1.73503639168684e+001dB,1.73267249079574e+002°)
1.92356735673558e+008	(1.73503418923692e+001dB,1.73265829447169e+002°)
1.92394239423933e+008	(1.73503198645512e+001dB,1.73264409861594e+002°)
1.92431743174308e+008	(1.73502978334136e+001dB,1.73262990322850e+002°)
1.92469246924683e+008	(1.73502757989589e+001dB,1.73261570830946e+002°)
1.92506750675058e+008	(1.73502537611862e+001dB,1.73260151385825e+002°)
1.92544254425433e+008	(1.73502317200963e+001dB,1.73258731987491e+002°)
1.92581758175808e+008	(1.73502096756898e+001dB,1.73257312635938e+002°)
1.92619261926183e+008	(1.73501876279675e+001dB,1.73255893331139e+002°)
1.92656765676558e+008	(1.73501655769297e+001dB,1.73254474073084e+002°)
1.92694269426934e+008	(1.73501435225770e+001dB,1.73253054861769e+002°)
1.92731773177309e+008	(1.73501214649101e+001dB,1.73251635697161e+002°)
1.92769276927684e+008	(1.73500994039293e+001dB,1.73250216579263e+002°)
1.92806780678059e+008	(1.73500773396350e+001dB,1.73248797508049e+002°)
1.92844284428434e+008	(1.73500552720283e+001dB,1.73247378483513e+002°)
1.92881788178809e+008	(1.73500332011095e+001dB,1.73245959505634e+002°)
1.92919291929184e+008	(1.73500111268793e+001dB,1.73244540574415e+002°)
1.92956795679559e+008	(1.73499890493375e+001dB,1.73243121689822e+002°)
1.92994299429934e+008	(1.73499669684857e+001dB,1.73241702851863e+002°)
1.93031803180309e+008	(1.73499448843236e+001dB,1.73240284060483e+002°)
1.93069306930684e+008	(1.73499227968524e+001dB,1.73238865315727e+002°)
1.93106810681059e+008	(1.73499007060720e+001dB,1.73237446617535e+002°)
1.93144314431434e+008	(1.73498786119837e+001dB,1.73236027965907e+002°)
1.93181818181809e+008	(1.73498565145874e+001dB,1.73234609360823e+002°)
1.93219321932184e+008	(1.73498344138840e+001dB,1.73233190802292e+002°)
1.93256825682559e+008	(1.73498123098739e+001dB,1.73231772290272e+002°)
1.93294329432934e+008	(1.73497902025574e+001dB,1.73230353824775e+002°)
1.93331833183309e+008	(1.73497680919359e+001dB,1.73228935405757e+002°)
1.93369336933684e+008	(1.73497459780091e+001dB,1.73227517033228e+002°)
1.93406840684059e+008	(1.73497238607783e+001dB,1.73226098707172e+002°)
1.93444344434434e+008	(1.73497017402430e+001dB,1.73224680427560e+002°)
1.93481848184809e+008	(1.73496796164048e+001dB,1.73223262194408e+002°)
1.93519351935184e+008	(1.73496574892633e+001dB,1.73221844007675e+002°)
1.93556855685559e+008	(1.73496353588199e+001dB,1.73220425867358e+002°)
1.93594359435934e+008	(1.73496132250744e+001dB,1.73219007773436e+002°)
1.93631863186309e+008	(1.73495910880280e+001dB,1.73217589725893e+002°)
1.93669366936684e+008	(1.73495689476807e+001dB,1.73216171724722e+002°)
1.93706870687059e+008	(1.73495468040340e+001dB,1.73214753769931e+002°)
1.93744374437434e+008	(1.73495246570873e+001dB,1.73213335861467e+002°)
1.93781878187809e+008	(1.73495025068419e+001dB,1.73211917999343e+002°)
1.93819381938185e+008	(1.73494803532983e+001dB,1.73210500183540e+002°)
1.93856885688560e+008	(1.73494581964564e+001dB,1.73209082414022e+002°)
1.93894389438935e+008	(1.73494360363169e+001dB,1.73207664690820e+002°)
1.93931893189310e+008	(1.73494138728808e+001dB,1.73206247013875e+002°)
1.93969396939685e+008	(1.73493917061488e+001dB,1.73204829383214e+002°)
1.94006900690060e+008	(1.73493695361209e+001dB,1.73203411798780e+002°)
1.94044404440435e+008	(1.73493473627981e+001dB,1.73201994260604e+002°)
1.94081908190810e+008	(1.73493251861808e+001dB,1.73200576768643e+002°)
