1.25E+08,1.73840200129659e+001,1.75912681905551e+002,
1.25E+08,1.73840048305585e+001,1.75911134944981e+002,
1.25E+08,1.73839896438295e+001,1.75909588099429e+002,
1.25E+08,1.73839744527795e+001,1.75908041368796e+002,
1.25E+08,1.73839592574096e+001,1.75906494752991e+002,
1.25E+08,1.73839440577201e+001,1.75904948251936e+002,
1.25E+08,1.73839288537115e+001,1.75903401865550e+002,
1.25E+08,1.73839136453850e+001,1.75901855593726e+002,
1.25E+08,1.73838984327405e+001,1.75900309436395e+002,
1.25E+08,1.73838832157792e+001,1.75898763393468e+002,
1.25E+08,1.73838679945014e+001,1.75897217464845e+002,
1.25E+08,1.73838527689086e+001,1.75895671650454e+002,
1.25E+08,1.73838375389996e+001,1.75894125950203e+002,
1.25E+08,1.73838223047766e+001,1.75892580364002e+002,
1.26E+08,1.73838070662397e+001,1.75891034891781e+002,
1.26E+08,1.73837918233895e+001,1.75889489533429e+002,
1.26E+08,1.73837765762270e+001,1.75887944288870e+002,
1.26E+08,1.73837613247522e+001,1.75886399158037e+002,
1.26E+08,1.73837460689665e+001,1.75884854140820e+002,
1.26E+08,1.73837308088693e+001,1.75883309237140e+002,
1.26E+08,1.73837155444625e+001,1.75881764446907e+002,
1.26E+08,1.73837002757463e+001,1.75880219770060e+002,
1.26E+08,1.73836850027213e+001,1.75878675206487e+002,
1.26E+08,1.73836697253876e+001,1.75877130756111e+002,
1.26E+08,1.73836544437467e+001,1.75875586418848e+002,
1.26E+08,1.73836391577989e+001,1.75874042194612e+002,
1.26E+08,1.73836238675446e+001,1.75872498083317e+002,
1.26E+08,1.73836085729847e+001,1.75870954084882e+002,
1.26E+08,1.73835932741195e+001,1.75869410199215e+002,
1.26E+08,1.73835779709499e+001,1.75867866426234e+002,
1.26E+08,1.73835626634765e+001,1.75866322765870e+002,
1.26E+08,1.73835473516999e+001,1.75864779218010e+002,
1.26E+08,1.73835320356208e+001,1.75863235782594e+002,
1.26E+08,1.73835167152398e+001,1.75861692459532e+002,
1.26E+08,1.73835013905570e+001,1.75860149248732e+002,
1.26E+08,1.73834860615738e+001,1.75858606150113e+002,
1.26E+08,1.73834707282904e+001,1.75857063163596e+002,
1.26E+08,1.73834553907077e+001,1.75855520289092e+002,
1.26E+08,1.73834400488257e+001,1.75853977526521e+002,
1.26E+08,1.73834247026456e+001,1.75852434875796e+002,
1.27E+08,1.73834093521684e+001,1.75850892336841e+002,
1.27E+08,1.73833939973938e+001,1.75849349909556e+002,
1.27E+08,1.73833786383231e+001,1.75847807593879e+002,
1.27E+08,1.73833632749561e+001,1.75846265389720e+002,
1.27E+08,1.73833479072946e+001,1.75844723296983e+002,
1.27E+08,1.73833325353383e+001,1.75843181315603e+002,
1.27E+08,1.73833171590880e+001,1.75841639445486e+002,
1.27E+08,1.73833017785446e+001,1.75840097686538e+002,
1.27E+08,1.73832863937088e+001,1.75838556038711e+002,
1.27E+08,1.73832710045803e+001,1.75837014501896e+002,
1.27E+08,1.73832556111611e+001,1.75835473076022e+002,
1.27E+08,1.73832402134509e+001,1.75833931760988e+002,
1.27E+08,1.73832248114503e+001,1.75832390556733e+002,
1.27E+08,1.73832094051605e+001,1.75830849463169e+002,
1.27E+08,1.73831939945815e+001,1.75829308480211e+002,
1.27E+08,1.73831785797145e+001,1.75827767607779e+002,
1.27E+08,1.73831631605594e+001,1.75826226845780e+002,
1.27E+08,1.73831477371176e+001,1.75824686194159e+002,
1.27E+08,1.73831323093892e+001,1.75823145652804e+002,
1.27E+08,1.73831168773750e+001,1.75821605221654e+002,
1.27E+08,1.73831014410751e+001,1.75820064900612e+002,
1.27E+08,1.73830860004915e+001,1.75818524689616e+002,
1.27E+08,1.73830705556234e+001,1.75816984588574e+002,
1.27E+08,1.73830551064720e+001,1.75815444597404e+002,
1.27E+08,1.73830396530380e+001,1.75813904716024e+002,
1.27E+08,1.73830241953217e+001,1.75812364944361e+002,
1.27E+08,1.73830087333237e+001,1.75810825282318e+002,
1.28E+08,1.73829932670453e+001,1.75809285729829e+002,
1.28E+08,1.73829777964869e+001,1.75807746286802e+002,
1.28E+08,1.73829623216478e+001,1.75806206953171e+002,
1.28E+08,1.73829468425300e+001,1.75804667728847e+002,
1.28E+08,1.73829313591341e+001,1.75803128613755e+002,
1.28E+08,1.73829158714599e+001,1.75801589607803e+002,
1.28E+08,1.73829003795090e+001,1.75800050710925e+002,
1.28E+08,1.73828848832812e+001,1.75798511923025e+002,
1.28E+08,1.73828693827775e+001,1.75796973244044e+002,
1.28E+08,1.73828538779982e+001,1.75795434673883e+002,
1.28E+08,1.73828383689449e+001,1.75793896212467e+002,
1.28E+08,1.73828228556169e+001,1.75792357859726e+002,
1.28E+08,1.73828073380154e+001,1.75790819615549e+002,
1.28E+08,1.73827918161411e+001,1.75789281479915e+002,
1.28E+08,1.73827762899945e+001,1.75787743452698e+002,
1.28E+08,1.73827607595762e+001,1.75786205533839e+002,
1.28E+08,1.73827452248867e+001,1.75784667723234e+002,
1.28E+08,1.73827296859272e+001,1.75783130020828e+002,
1.28E+08,1.73827141426973e+001,1.75781592426541e+002,
1.28E+08,1.73826985951989e+001,1.75780054940284e+002,
1.28E+08,1.73826830434311e+001,1.75778517561978e+002,
1.28E+08,1.73826674873955e+001,1.75776980291553e+002,
1.28E+08,1.73826519270926e+001,1.75775443128927e+002,
1.28E+08,1.73826363625229e+001,1.75773906074008e+002,
1.28E+08,1.73826207936871e+001,1.75772369126743e+002,
1.28E+08,1.73826052205855e+001,1.75770832287039e+002,
1.28E+08,1.73825896432192e+001,1.75769295554814e+002,
1.29E+08,1.73825740615885e+001,1.75767758929998e+002,
1.29E+08,1.73825584756943e+001,1.75766222412512e+002,
1.29E+08,1.73825428855370e+001,1.75764686002270e+002,
1.29E+08,1.73825272911172e+001,1.75763149699213e+002,
1.29E+08,1.73825116924351e+001,1.75761613503246e+002,
1.29E+08,1.73824960894918e+001,1.75760077414285e+002,
1.29E+08,1.73824804822880e+001,1.75758541432265e+002,
1.29E+08,1.73824648708240e+001,1.75757005557125e+002,
1.29E+08,1.73824492551009e+001,1.75755469788751e+002,
1.29E+08,1.73824336351184e+001,1.75753934127085e+002,
1.29E+08,1.73824180108780e+001,1.75752398572064e+002,
1.29E+08,1.73824023823800e+001,1.75750863123583e+002,
1.29E+08,1.73823867496250e+001,1.75749327781585e+002,
1.29E+08,1.73823711126133e+001,1.75747792545977e+002,
1.29E+08,1.73823554713463e+001,1.75746257416699e+002,
1.29E+08,1.73823398258237e+001,1.75744722393668e+002,
1.29E+08,1.73823241760466e+001,1.75743187476803e+002,
1.29E+08,1.73823085220154e+001,1.75741652666027e+002,
1.29E+08,1.73822928637311e+001,1.75740117961270e+002,
1.29E+08,1.73822772011937e+001,1.75738583362444e+002,
1.29E+08,1.73822615344044e+001,1.75737048869484e+002,
1.29E+08,1.73822458633637e+001,1.75735514482322e+002,
1.29E+08,1.73822301880715e+001,1.75733980200868e+002,
1.29E+08,1.73822145085295e+001,1.75732446025043e+002,
1.29E+08,1.73821988247375e+001,1.75730911954773e+002,
1.29E+08,1.73821831366964e+001,1.75729377989989e+002,
1.30E+08,1.73821674444069e+001,1.75727844130619e+002,
1.30E+08,1.73821517478694e+001,1.75726310376574e+002,
1.30E+08,1.73821360470843e+001,1.75724776727793e+002,
1.30E+08,1.73821203420531e+001,1.75723243184182e+002,
1.30E+08,1.73821046327754e+001,1.75721709745686e+002,
1.30E+08,1.73820889192519e+001,1.75720176412210e+002,
1.30E+08,1.73820732014841e+001,1.75718643183702e+002,
1.30E+08,1.73820574794720e+001,1.75717110060064e+002,
1.30E+08,1.73820417532159e+001,1.75715577041233e+002,
1.30E+08,1.73820260227172e+001,1.75714044127131e+002,
1.30E+08,1.73820102879757e+001,1.75712511317685e+002,
1.30E+08,1.73819945489919e+001,1.75710978612826e+002,
1.30E+08,1.73819788057672e+001,1.75709446012469e+002,
1.30E+08,1.73819630583024e+001,1.75707913516531e+002,
1.30E+08,1.73819473065969e+001,1.75706381124965e+002,
1.30E+08,1.73819315506515e+001,1.75704848837670e+002,
1.30E+08,1.73819157904681e+001,1.75703316654590e+002,
1.30E+08,1.73819000260463e+001,1.75701784575648e+002,
1.30E+08,1.73818842573867e+001,1.75700252600754e+002,
1.30E+08,1.73818684844898e+001,1.75698720729856e+002,
1.30E+08,1.73818527073569e+001,1.75697188962861e+002,
1.30E+08,1.73818369259879e+001,1.75695657299708e+002,
1.30E+08,1.73818211403838e+001,1.75694125740321e+002,
