Freq.	V(vout2)/V(vin)
1.90181518151806e+008	(4.42280438337365e+001dB,-3.29351251108162e+001°)
1.90219021902181e+008	(4.42276817440802e+001dB,-3.29410188295566e+001°)
1.90256525652556e+008	(4.42273196182535e+001dB,-3.29469120874189e+001°)
1.90294029402931e+008	(4.42269574562721e+001dB,-3.29528048844061e+001°)
1.90331533153306e+008	(4.42265952581479e+001dB,-3.29586972205719e+001°)
1.90369036903682e+008	(4.42262330239002e+001dB,-3.29645890958571e+001°)
1.90406540654057e+008	(4.42258707535423e+001dB,-3.29704805103646e+001°)
1.90444044404432e+008	(4.42255084470843e+001dB,-3.29763714640529e+001°)
1.90481548154807e+008	(4.42251461045487e+001dB,-3.29822619569859e+001°)
1.90519051905182e+008	(4.42247837259358e+001dB,-3.29881519892920e+001°)
1.90556555655557e+008	(4.42244213112698e+001dB,-3.29940415608875e+001°)
1.90594059405932e+008	(4.42240588605663e+001dB,-3.29999306717958e+001°)
1.90631563156307e+008	(4.42236963738386e+001dB,-3.30058193220574e+001°)
1.90669066906682e+008	(4.42233338510967e+001dB,-3.30117075117789e+001°)
1.90706570657057e+008	(4.42229712923549e+001dB,-3.30175952408805e+001°)
1.90744074407432e+008	(4.42226086976346e+001dB,-3.30234825094208e+001°)
1.90781578157807e+008	(4.42222460669428e+001dB,-3.30293693174751e+001°)
1.90819081908182e+008	(4.42218834002967e+001dB,-3.30352556650431e+001°)
1.90856585658557e+008	(4.42215206977062e+001dB,-3.30411415521775e+001°)
1.90894089408932e+008	(4.42211579591937e+001dB,-3.30470269788375e+001°)
1.90931593159307e+008	(4.42207951847704e+001dB,-3.30529119450942e+001°)
1.90969096909682e+008	(4.42204323744465e+001dB,-3.30587964509857e+001°)
1.91006600660057e+008	(4.42200695282408e+001dB,-3.30646804965452e+001°)
1.91044104410432e+008	(4.42197066461633e+001dB,-3.30705640817876e+001°)
1.91081608160807e+008	(4.42193437282315e+001dB,-3.30764472067375e+001°)
1.91119111911182e+008	(4.42189807744619e+001dB,-3.30823298713655e+001°)
1.91156615661557e+008	(4.42186177848633e+001dB,-3.30882120758475e+001°)
1.91194119411932e+008	(4.42182547594501e+001dB,-3.30940938201282e+001°)
1.91231623162307e+008	(4.42178916982426e+001dB,-3.30999751041951e+001°)
1.91269126912682e+008	(4.42175286012492e+001dB,-3.31058559280925e+001°)
1.91306630663057e+008	(4.42171654684901e+001dB,-3.31117362918743e+001°)
1.91344134413432e+008	(4.42168022999747e+001dB,-3.31176161955450e+001°)
1.91381638163807e+008	(4.42164390957134e+001dB,-3.31234956392385e+001°)
1.91419141914182e+008	(4.42160758557295e+001dB,-3.31293746228849e+001°)
1.91456645664557e+008	(4.42157125800321e+001dB,-3.31352531464705e+001°)
1.91494149414932e+008	(4.42153492686352e+001dB,-3.31411312101155e+001°)
1.91531653165308e+008	(4.42149859215540e+001dB,-3.31470088138019e+001°)
1.91569156915683e+008	(4.42146225388047e+001dB,-3.31528859575519e+001°)
1.91606660666058e+008	(4.42142591204027e+001dB,-3.31587626413974e+001°)
1.91644164416433e+008	(4.42138956663541e+001dB,-3.31646388653945e+001°)
1.91681668166808e+008	(4.42135321766767e+001dB,-3.31705146296079e+001°)
1.91719171917183e+008	(4.42131686513908e+001dB,-3.31763899339373e+001°)
1.91756675667558e+008	(4.42128050905038e+001dB,-3.31822647785362e+001°)
1.91794179417933e+008	(4.42124414940347e+001dB,-3.31881391633861e+001°)
1.91831683168308e+008	(4.42120778619918e+001dB,-3.31940130884688e+001°)
1.91869186918683e+008	(4.42117141943909e+001dB,-3.31998865539427e+001°)
1.91906690669058e+008	(4.42113504912531e+001dB,-3.32057595596792e+001°)
1.91944194419433e+008	(4.42109867525842e+001dB,-3.32116321058128e+001°)
1.91981698169808e+008	(4.42106229784049e+001dB,-3.32175041923076e+001°)
1.92019201920183e+008	(4.42102591687233e+001dB,-3.32233758192548e+001°)
1.92056705670558e+008	(4.42098953235553e+001dB,-3.32292469866669e+001°)
1.92094209420933e+008	(4.42095314429198e+001dB,-3.32351176944945e+001°)
1.92131713171308e+008	(4.42091675268250e+001dB,-3.32409879428453e+001°)
1.92169216921683e+008	(4.42088035752911e+001dB,-3.32468577317083e+001°)
1.92206720672058e+008	(4.42084395883210e+001dB,-3.32527270612504e+001°)
1.92244224422433e+008	(4.42080755659454e+001dB,-3.32585959312468e+001°)
1.92281728172808e+008	(4.42077115081641e+001dB,-3.32644643419283e+001°)
1.92319231923183e+008	(4.42073474149984e+001dB,-3.32703322932758e+001°)
1.92356735673558e+008	(4.42069832864645e+001dB,-3.32761997851974e+001°)
1.92394239423933e+008	(4.42066191225665e+001dB,-3.32820668179661e+001°)
1.92431743174308e+008	(4.42062549233299e+001dB,-3.32879333913594e+001°)
1.92469246924683e+008	(4.42058906887620e+001dB,-3.32937995055806e+001°)
1.92506750675058e+008	(4.42055264188787e+001dB,-3.32996651605532e+001°)
1.92544254425433e+008	(4.42051621136965e+001dB,-3.33055303563516e+001°)
1.92581758175808e+008	(4.42047977732262e+001dB,-3.33113950929909e+001°)
1.92619261926183e+008	(4.42044333974843e+001dB,-3.33172593705218e+001°)
1.92656765676558e+008	(4.42040689864828e+001dB,-3.33231231889531e+001°)
1.92694269426934e+008	(4.42037045402437e+001dB,-3.33289865482135e+001°)
1.92731773177309e+008	(4.42033400587641e+001dB,-3.33348494486086e+001°)
1.92769276927684e+008	(4.42029755420768e+001dB,-3.33407118898559e+001°)
1.92806780678059e+008	(4.42026109901808e+001dB,-3.33465738722151e+001°)
1.92844284428434e+008	(4.42022464031005e+001dB,-3.33524353956246e+001°)
1.92881788178809e+008	(4.42018817808463e+001dB,-3.33582964600738e+001°)
1.92919291929184e+008	(4.42015171234329e+001dB,-3.33641570656404e+001°)
1.92956795679559e+008	(4.42011524308778e+001dB,-3.33700172122567e+001°)
1.92994299429934e+008	(4.42007877031903e+001dB,-3.33758769000526e+001°)
1.93031803180309e+008	(4.42004229403832e+001dB,-3.33817361291168e+001°)
1.93069306930684e+008	(4.42000581424757e+001dB,-3.33875948993181e+001°)
1.93106810681059e+008	(4.41996933094772e+001dB,-3.33934532108469e+001°)
1.93144314431434e+008	(4.41993284414093e+001dB,-3.33993110635595e+001°)
1.93181818181809e+008	(4.41989635382741e+001dB,-3.34051684576419e+001°)
1.93219321932184e+008	(4.41985986000955e+001dB,-3.34110253930452e+001°)
1.93256825682559e+008	(4.41982336268898e+001dB,-3.34168818697587e+001°)
1.93294329432934e+008	(4.41978686186609e+001dB,-3.34227378878918e+001°)
1.93331833183309e+008	(4.41975035754277e+001dB,-3.34285934474694e+001°)
1.93369336933684e+008	(4.41971384972088e+001dB,-3.34344485484495e+001°)
1.93406840684059e+008	(4.41967733840130e+001dB,-3.34403031909214e+001°)
1.93444344434434e+008	(4.41964082358545e+001dB,-3.34461573748619e+001°)
1.93481848184809e+008	(4.41960430527508e+001dB,-3.34520111003882e+001°)
1.93519351935184e+008	(4.41956778347118e+001dB,-3.34578643674126e+001°)
1.93556855685559e+008	(4.41953125817561e+001dB,-3.34637171760313e+001°)
1.93594359435934e+008	(4.41949472938944e+001dB,-3.34695695262517e+001°)
1.93631863186309e+008	(4.41945819711400e+001dB,-3.34754214181912e+001°)
1.93669366936684e+008	(4.41942166135095e+001dB,-3.34812728517840e+001°)
1.93706870687059e+008	(4.41938512210215e+001dB,-3.34871238269952e+001°)
1.93744374437434e+008	(4.41934857936792e+001dB,-3.34929743440185e+001°)
1.93781878187809e+008	(4.41931203315040e+001dB,-3.34988244027544e+001°)
1.93819381938185e+008	(4.41927548345096e+001dB,-3.35046740032822e+001°)
1.93856885688560e+008	(4.41923893027083e+001dB,-3.35105231456821e+001°)
1.93894389438935e+008	(4.41920237361172e+001dB,-3.35163718298135e+001°)
1.93931893189310e+008	(4.41916581347455e+001dB,-3.35222200558901e+001°)
1.93969396939685e+008	(4.41912924986106e+001dB,-3.35280678238215e+001°)
1.94006900690060e+008	(4.41909268277221e+001dB,-3.35339151337852e+001°)
1.94044404440435e+008	(4.41905611221049e+001dB,-3.35397619855872e+001°)
1.94081908190810e+008	(4.41901953817632e+001dB,-3.35456083794157e+001°)
1.94119411941185e+008	(4.41898296067156e+001dB,-3.35514543152397e+001°)
1.94156915691560e+008	(4.41894637969713e+001dB,-3.35572997931283e+001°)
1.94194419441935e+008	(4.41890979525479e+001dB,-3.35631448131119e+001°)
1.94231923192310e+008	(4.41887320734611e+001dB,-3.35689893751621e+001°)
1.94269426942685e+008	(4.41883661597195e+001dB,-3.35748334793670e+001°)
1.94306930693060e+008	(4.41880002113470e+001dB,-3.35806771256743e+001°)
1.94344434443435e+008	(4.41876342283488e+001dB,-3.35865203142177e+001°)
1.94381938193810e+008	(4.41872682107380e+001dB,-3.35923630449606e+001°)
1.94419441944185e+008	(4.41869021585379e+001dB,-3.35982053179167e+001°)
1.94456945694560e+008	(4.41865360717542e+001dB,-3.36040471331446e+001°)
1.94494449444935e+008	(4.41861699504052e+001dB,-3.36098884906879e+001°)
1.94531953195310e+008	(4.41858037945023e+001dB,-3.36157293905796e+001°)
1.94569456945685e+008	(4.41854376040618e+001dB,-3.36215698327694e+001°)
1.94606960696060e+008	(4.41850713790946e+001dB,-3.36274098173924e+001°)
1.94644464446435e+008	(4.41847051196165e+001dB,-3.36332493444253e+001°)
1.94681968196810e+008	(4.41843388256432e+001dB,-3.36390884138989e+001°)
1.94719471947185e+008	(4.41839724971871e+001dB,-3.36449270258419e+001°)
1.94756975697560e+008	(4.41836061342634e+001dB,-3.36507651802940e+001°)
1.94794479447935e+008	(4.41832397368894e+001dB,-3.36566028771955e+001°)
1.94831983198310e+008	(4.41828733050696e+001dB,-3.36624401167018e+001°)
1.94869486948685e+008	(4.41825068388245e+001dB,-3.36682768988206e+001°)
1.94906990699060e+008	(4.41821403381700e+001dB,-3.36741132234768e+001°)
1.94944494449435e+008	(4.41817738031153e+001dB,-3.36799490908631e+001°)
1.94981998199811e+008	(4.41814072336724e+001dB,-3.36857845009176e+001°)
1.95019501950186e+008	(4.41810406298652e+001dB,-3.36916194535861e+001°)
1.95057005700561e+008	(4.41806739917010e+001dB,-3.36974539490188e+001°)
1.95094509450936e+008	(4.41803073191983e+001dB,-3.37032879872003e+001°)
1.95132013201311e+008	(4.41799406123613e+001dB,-3.37091215681853e+001°)
1.95169516951686e+008	(4.41795738712098e+001dB,-3.37149546920231e+001°)
1.95207020702061e+008	(4.41792070957645e+001dB,-3.37207873585946e+001°)
1.95244524452436e+008	(4.41788402860315e+001dB,-3.37266195680939e+001°)
1.95282028202811e+008	(4.41784734420253e+001dB,-3.37324513204845e+001°)
1.95319531953186e+008	(4.41781065637575e+001dB,-3.37382826158667e+001°)
1.95357035703561e+008	(4.41777396512500e+001dB,-3.37441134541346e+001°)
1.95394539453936e+008	(4.41773727045129e+001dB,-3.37499438353899e+001°)
1.95432043204311e+008	(4.41770057235571e+001dB,-3.37557737596821e+001°)
1.95469546954686e+008	(4.41766387084044e+001dB,-3.37616032269894e+001°)
1.95507050705061e+008	(4.41762716590636e+001dB,-3.37674322372955e+001°)
1.95544554455436e+008	(4.41759045755469e+001dB,-3.37732607908070e+001°)
1.95582058205811e+008	(4.41755374578697e+001dB,-3.37790888874057e+001°)
1.95619561956186e+008	(4.41751703060465e+001dB,-3.37849165271799e+001°)
1.95657065706561e+008	(4.41748031200963e+001dB,-3.37907437101062e+001°)
1.95694569456936e+008	(4.41744359000258e+001dB,-3.37965704362486e+001°)
1.95732073207311e+008	(4.41740686458489e+001dB,-3.38023967056489e+001°)
1.95769576957686e+008	(4.41737013575848e+001dB,-3.38082225182985e+001°)
1.95807080708061e+008	(4.41733340352409e+001dB,-3.38140478743115e+001°)
1.95844584458436e+008	(4.41729666788394e+001dB,-3.38198727735719e+001°)
1.95882088208811e+008	(4.41725992883880e+001dB,-3.38256972162676e+001°)
1.95919591959186e+008	(4.41722318639049e+001dB,-3.38315212022449e+001°)
1.95957095709561e+008	(4.41718644054058e+001dB,-3.38373447316388e+001°)
1.95994599459936e+008	(4.41714969128936e+001dB,-3.38431678045435e+001°)
1.96032103210311e+008	(4.41711293863935e+001dB,-3.38489904208849e+001°)
1.96069606960686e+008	(4.41707618259151e+001dB,-3.38548125807228e+001°)
1.96107110711061e+008	(4.41703942314683e+001dB,-3.38606342841461e+001°)
1.96144614461437e+008	(4.41700266030773e+001dB,-3.38664555310469e+001°)
1.96182118211812e+008	(4.41696589407510e+001dB,-3.38722763215327e+001°)
1.96219621962187e+008	(4.41692912444985e+001dB,-3.38780966556895e+001°)
1.96257125712562e+008	(4.41689235143377e+001dB,-3.38839165334238e+001°)
1.96294629462937e+008	(4.41685557502866e+001dB,-3.38897359548624e+001°)
1.96332133213312e+008	(4.41681879523544e+001dB,-3.38955549199852e+001°)
1.96369636963687e+008	(4.41678201205540e+001dB,-3.39013734288809e+001°)
1.96407140714062e+008	(4.41674522549030e+001dB,-3.39071914814709e+001°)
1.96444644464437e+008	(4.41670843554154e+001dB,-3.39130090778369e+001°)
1.96482148214812e+008	(4.41667164221043e+001dB,-3.39188262180391e+001°)
1.96519651965187e+008	(4.41663484549788e+001dB,-3.39246429021078e+001°)
1.96557155715562e+008	(4.41659804540575e+001dB,-3.39304591300504e+001°)
1.96594659465937e+008	(4.41656124193556e+001dB,-3.39362749018584e+001°)
1.96632163216312e+008	(4.41652443508867e+001dB,-3.39420902176144e+001°)
1.96669666966687e+008	(4.41648762486619e+001dB,-3.39479050773180e+001°)
1.96707170717062e+008	(4.41645081126972e+001dB,-3.39537194809677e+001°)
1.96744674467437e+008	(4.41641399430050e+001dB,-3.39595334286982e+001°)
1.96782178217812e+008	(4.41637717396002e+001dB,-3.39653469204250e+001°)
1.96819681968187e+008	(4.41634035024940e+001dB,-3.39711599562601e+001°)
1.96857185718562e+008	(4.41630352317103e+001dB,-3.39769725361405e+001°)
1.96894689468937e+008	(4.41626669272503e+001dB,-3.39827846601647e+001°)
1.96932193219312e+008	(4.41622985891345e+001dB,-3.39885963283655e+001°)
1.96969696969687e+008	(4.41619302173750e+001dB,-3.39944075407968e+001°)
1.97007200720062e+008	(4.41615618119891e+001dB,-3.40002182973398e+001°)
1.97044704470437e+008	(4.41611933729855e+001dB,-3.40060285981991e+001°)
1.97082208220812e+008	(4.41608249003852e+001dB,-3.40118384432719e+001°)
1.97119711971187e+008	(4.41604563941902e+001dB,-3.40176478327408e+001°)
1.97157215721562e+008	(4.41600878544250e+001dB,-3.40234567664551e+001°)
1.97194719471937e+008	(4.41597192811030e+001dB,-3.40292652445374e+001°)
1.97232223222312e+008	(4.41593506742324e+001dB,-3.40350732670247e+001°)
1.97269726972687e+008	(4.41589820338325e+001dB,-3.40408808338970e+001°)
1.97307230723063e+008	(4.41586133599115e+001dB,-3.40466879452445e+001°)
1.97344734473438e+008	(4.41582446524903e+001dB,-3.40524946010795e+001°)
1.97382238223813e+008	(4.41578759115816e+001dB,-3.40583008013410e+001°)
1.97419741974188e+008	(4.41575071371916e+001dB,-3.40641065462177e+001°)
1.97457245724563e+008	(4.41571383293387e+001dB,-3.40699118356235e+001°)
1.97494749474938e+008	(4.41567694880425e+001dB,-3.40757166695978e+001°)
1.97532253225313e+008	(4.41564006133088e+001dB,-3.40815210481940e+001°)
1.97569756975688e+008	(4.41560317051592e+001dB,-3.40873249713965e+001°)
1.97607260726063e+008	(4.41556627635938e+001dB,-3.40931284394062e+001°)
1.97644764476438e+008	(4.41552937886450e+001dB,-3.40989314519697e+001°)
1.97682268226813e+008	(4.41549247803140e+001dB,-3.41047340093539e+001°)
1.97719771977188e+008	(4.41545557386176e+001dB,-3.41105361114560e+001°)
1.97757275727563e+008	(4.41541866635722e+001dB,-3.41163377583566e+001°)
1.97794779477938e+008	(4.41538175551884e+001dB,-3.41221389500672e+001°)
1.97832283228313e+008	(4.41534484134799e+001dB,-3.41279396866270e+001°)
1.97869786978688e+008	(4.41530792384663e+001dB,-3.41337399680471e+001°)
1.97907290729063e+008	(4.41527100301555e+001dB,-3.41395397943901e+001°)
1.97944794479438e+008	(4.41523407885631e+001dB,-3.41453391656543e+001°)
1.97982298229813e+008	(4.41519715137003e+001dB,-3.41511380818897e+001°)
1.98019801980188e+008	(4.41516022055867e+001dB,-3.41569365431201e+001°)
1.98057305730563e+008	(4.41512328642308e+001dB,-3.41627345493821e+001°)
1.98094809480938e+008	(4.41508634896504e+001dB,-3.41685321006665e+001°)
1.98132313231313e+008	(4.41504940818604e+001dB,-3.41743291969987e+001°)
1.98169816981688e+008	(4.41501246408710e+001dB,-3.41801258384234e+001°)
1.98207320732063e+008	(4.41497551666941e+001dB,-3.41859220250694e+001°)
1.98244824482438e+008	(4.41493856593475e+001dB,-3.41917177568329e+001°)
1.98282328232813e+008	(4.41490161188466e+001dB,-3.41975130337526e+001°)
1.98319831983188e+008	(4.41486465452003e+001dB,-3.42033078559578e+001°)
1.98357335733563e+008	(4.41482769384258e+001dB,-3.42091022233826e+001°)
1.98394839483938e+008	(4.41479072985355e+001dB,-3.42148961360505e+001°)
1.98432343234313e+008	(4.41475376255447e+001dB,-3.42206895940522e+001°)
1.98469846984689e+008	(4.41471679194672e+001dB,-3.42264825974072e+001°)
1.98507350735064e+008	(4.41467981803153e+001dB,-3.42322751460863e+001°)
1.98544854485439e+008	(4.41464284081040e+001dB,-3.42380672402117e+001°)
1.98582358235814e+008	(4.41460586028458e+001dB,-3.42438588797180e+001°)
1.98619861986189e+008	(4.41456887645532e+001dB,-3.42496500646932e+001°)
1.98657365736564e+008	(4.41453188932485e+001dB,-3.42554407950725e+001°)
1.98694869486939e+008	(4.41449489889347e+001dB,-3.42612310710165e+001°)
1.98732373237314e+008	(4.41445790516319e+001dB,-3.42670208925384e+001°)
1.98769876987689e+008	(4.41442090813518e+001dB,-3.42728102595819e+001°)
1.98807380738064e+008	(4.41438390781111e+001dB,-3.42785991722136e+001°)
1.98844884488439e+008	(4.41434690419161e+001dB,-3.42843876304984e+001°)
1.98882388238814e+008	(4.41430989727890e+001dB,-3.42901756343944e+001°)
1.98919891989189e+008	(4.41427288707377e+001dB,-3.42959631840224e+001°)
1.98957395739564e+008	(4.41423587357808e+001dB,-3.43017502793396e+001°)
1.98994899489939e+008	(4.41419885679322e+001dB,-3.43075369203656e+001°)
1.99032403240314e+008	(4.41416183671986e+001dB,-3.43133231072267e+001°)
1.99069906990689e+008	(4.41412481336010e+001dB,-3.43191088398137e+001°)
1.99107410741064e+008	(4.41408778671545e+001dB,-3.43248941182032e+001°)
1.99144914491439e+008	(4.41405075678646e+001dB,-3.43306789425324e+001°)
1.99182418241814e+008	(4.41401372357536e+001dB,-3.43364633126795e+001°)
1.99219921992189e+008	(4.41397668708298e+001dB,-3.43422472287456e+001°)
1.99257425742564e+008	(4.41393964731079e+001dB,-3.43480306908080e+001°)
1.99294929492939e+008	(4.41390260426029e+001dB,-3.43538136988114e+001°)
1.99332433243314e+008	(4.41386555793277e+001dB,-3.43595962528018e+001°)
1.99369936993689e+008	(4.41382850833003e+001dB,-3.43653783527755e+001°)
1.99407440744064e+008	(4.41379145545268e+001dB,-3.43711599988572e+001°)
1.99444944494439e+008	(4.41375439930251e+001dB,-3.43769411910537e+001°)
1.99482448244814e+008	(4.41371733988147e+001dB,-3.43827219292378e+001°)
1.99519951995189e+008	(4.41368027718948e+001dB,-3.43885022136963e+001°)
1.99557455745564e+008	(4.41364321122948e+001dB,-3.43942820442546e+001°)
1.99594959495939e+008	(4.41360614200175e+001dB,-3.44000614210648e+001°)
1.99632463246315e+008	(4.41356906950842e+001dB,-3.44058403440732e+001°)
1.99669966996690e+008	(4.41353199375056e+001dB,-3.44116188133012e+001°)
1.99707470747065e+008	(4.41349491472920e+001dB,-3.44173968288675e+001°)
1.99744974497440e+008	(4.41345783244589e+001dB,-3.44231743907762e+001°)
1.99782478247815e+008	(4.41342074690247e+001dB,-3.44289514989875e+001°)
1.99819981998190e+008	(4.41338365810022e+001dB,-3.44347281535611e+001°)
1.99857485748565e+008	(4.41334656604007e+001dB,-3.44405043544939e+001°)
1.99894989498940e+008	(4.41330947072355e+001dB,-3.44462801019511e+001°)
1.99932493249315e+008	(4.41327237215197e+001dB,-3.44520553958462e+001°)
1.99969996999690e+008	(4.41323527032709e+001dB,-3.44578302362298e+001°)
2.00007500750065e+008	(4.41319816525011e+001dB,-3.44636046231081e+001°)
2.00045004500440e+008	(4.41316105692197e+001dB,-3.44693785566174e+001°)
2.00082508250815e+008	(4.41312394534515e+001dB,-3.44751520365303e+001°)
2.00120012001190e+008	(4.41308683051951e+001dB,-3.44809250632207e+001°)
2.00157515751565e+008	(4.41304971244753e+001dB,-3.44866976364615e+001°)
2.00195019501940e+008	(4.41301259112990e+001dB,-3.44924697564055e+001°)
2.00232523252315e+008	(4.41297546656940e+001dB,-3.44982414229256e+001°)
2.00270027002690e+008	(4.41293833876564e+001dB,-3.45040126362668e+001°)
2.00307530753065e+008	(4.41290120772056e+001dB,-3.45097833963489e+001°)
2.00345034503440e+008	(4.41286407343571e+001dB,-3.45155537032306e+001°)
2.00382538253815e+008	(4.41282693591256e+001dB,-3.45213235568880e+001°)
2.00420042004190e+008	(4.41278979515216e+001dB,-3.45270929574251e+001°)
2.00457545754565e+008	(4.41275265115669e+001dB,-3.45328619047406e+001°)
2.00495049504940e+008	(4.41271550392627e+001dB,-3.45386303990386e+001°)
2.00532553255315e+008	(4.41267835346342e+001dB,-3.45443984401982e+001°)
2.00570057005690e+008	(4.41264119976887e+001dB,-3.45501660283246e+001°)
2.00607560756065e+008	(4.41260404284393e+001dB,-3.45559331634326e+001°)
2.00645064506440e+008	(4.41256688269031e+001dB,-3.45616998455971e+001°)
2.00682568256815e+008	(4.41252971930915e+001dB,-3.45674660747382e+001°)
2.00720072007190e+008	(4.41249255270207e+001dB,-3.45732318509670e+001°)
2.00757575757566e+008	(4.41245538287062e+001dB,-3.45789971742783e+001°)
2.00795079507941e+008	(4.41241820981490e+001dB,-3.45847620448097e+001°)
2.00832583258316e+008	(4.41238103353791e+001dB,-3.45905264624007e+001°)
2.00870087008691e+008	(4.41234385404017e+001dB,-3.45962904272185e+001°)
2.00907590759066e+008	(4.41230667132350e+001dB,-3.46020539392233e+001°)
2.00945094509441e+008	(4.41226948538862e+001dB,-3.46078169984465e+001°)
2.00982598259816e+008	(4.41223229623735e+001dB,-3.46135796050226e+001°)
2.01020102010191e+008	(4.41219510387134e+001dB,-3.46193417588305e+001°)
2.01057605760566e+008	(4.41215790829105e+001dB,-3.46251034600093e+001°)
2.01095109510941e+008	(4.41212070949852e+001dB,-3.46308647085323e+001°)
2.01132613261316e+008	(4.41208350749521e+001dB,-3.46366255044334e+001°)
2.01170117011691e+008	(4.41204630228232e+001dB,-3.46423858477402e+001°)
2.01207620762066e+008	(4.41200909386120e+001dB,-3.46481457384919e+001°)
2.01245124512441e+008	(4.41197188223255e+001dB,-3.46539051768078e+001°)
2.01282628262816e+008	(4.41193466739902e+001dB,-3.46596641625116e+001°)
2.01320132013191e+008	(4.41189744936116e+001dB,-3.46654226958009e+001°)
2.01357635763566e+008	(4.41186022812059e+001dB,-3.46711807766643e+001°)
2.01395139513941e+008	(4.41182300367848e+001dB,-3.46769384051083e+001°)
2.01432643264316e+008	(4.41178577603658e+001dB,-3.46826955811382e+001°)
2.01470147014691e+008	(4.41174854519564e+001dB,-3.46884523048590e+001°)
2.01507650765066e+008	(4.41171131115773e+001dB,-3.46942085762164e+001°)
2.01545154515441e+008	(4.41167407392396e+001dB,-3.46999643952957e+001°)
2.01582658265816e+008	(4.41163683349508e+001dB,-3.47057197621575e+001°)
2.01620162016191e+008	(4.41159958987331e+001dB,-3.47114746767531e+001°)
2.01657665766566e+008	(4.41156234305969e+001dB,-3.47172291391528e+001°)
2.01695169516941e+008	(4.41152509305529e+001dB,-3.47229831493889e+001°)
2.01732673267316e+008	(4.41148783986233e+001dB,-3.47287367074190e+001°)
2.01770177017691e+008	(4.41145058348128e+001dB,-3.47344898133356e+001°)
2.01807680768066e+008	(4.41141332391401e+001dB,-3.47402424672033e+001°)
2.01845184518441e+008	(4.41137606116143e+001dB,-3.47459946690397e+001°)
2.01882688268816e+008	(4.41133879522534e+001dB,-3.47517464188099e+001°)
2.01920192019192e+008	(4.41130152610726e+001dB,-3.47574977165345e+001°)
2.01957695769567e+008	(4.41126425380791e+001dB,-3.47632485623715e+001°)
2.01995199519942e+008	(4.41122697832907e+001dB,-3.47689989561949e+001°)
2.02032703270317e+008	(4.41118969967211e+001dB,-3.47747488981619e+001°)
2.02070207020692e+008	(4.41115241783828e+001dB,-3.47804983882071e+001°)
2.02107710771067e+008	(4.41111513282880e+001dB,-3.47862474264688e+001°)
2.02145214521442e+008	(4.41107784464564e+001dB,-3.47919960127807e+001°)
2.02182718271817e+008	(4.41104055328922e+001dB,-3.47977441473937e+001°)
2.02220222022192e+008	(4.41100325876195e+001dB,-3.48034918301889e+001°)
2.02257725772567e+008	(4.41096596106449e+001dB,-3.48092390612400e+001°)
2.02295229522942e+008	(4.41092866019817e+001dB,-3.48149858406038e+001°)
2.02332733273317e+008	(4.41089135616459e+001dB,-3.48207321682991e+001°)
2.02370237023692e+008	(4.41085404896515e+001dB,-3.48264780443432e+001°)
2.02407740774067e+008	(4.41081673860122e+001dB,-3.48322234687373e+001°)
2.02445244524442e+008	(4.41077942507385e+001dB,-3.48379684415648e+001°)
2.02482748274817e+008	(4.41074210838501e+001dB,-3.48437129628016e+001°)
2.02520252025192e+008	(4.41070478853544e+001dB,-3.48494570325364e+001°)
2.02557755775567e+008	(4.41066746552683e+001dB,-3.48552006507450e+001°)
2.02595259525942e+008	(4.41063013936040e+001dB,-3.48609438174710e+001°)
2.02632763276317e+008	(4.41059281003786e+001dB,-3.48666865327509e+001°)
2.02670267026692e+008	(4.41055547756001e+001dB,-3.48724287966233e+001°)
2.02707770777067e+008	(4.41051814192810e+001dB,-3.48781706091288e+001°)
2.02745274527442e+008	(4.41048080314483e+001dB,-3.48839119702211e+001°)
2.02782778277817e+008	(4.41044346120988e+001dB,-3.48896528800409e+001°)
2.02820282028192e+008	(4.41040611612516e+001dB,-3.48953933385598e+001°)
2.02857785778567e+008	(4.41036876789274e+001dB,-3.49011333457531e+001°)
2.02895289528942e+008	(4.41033141651319e+001dB,-3.49068729017379e+001°)
2.02932793279317e+008	(4.41029406198829e+001dB,-3.49126120064768e+001°)
2.02970297029692e+008	(4.41025670431928e+001dB,-3.49183506600403e+001°)
2.03007800780067e+008	(4.41021934350686e+001dB,-3.49240888625423e+001°)
2.03045304530442e+008	(4.41018197955376e+001dB,-3.49298266137573e+001°)
2.03082808280818e+008	(4.41014461246000e+001dB,-3.49355639140156e+001°)
2.03120312031193e+008	(4.41010724222789e+001dB,-3.49413007631112e+001°)
2.03157815781568e+008	(4.41006986885827e+001dB,-3.49470371612487e+001°)
2.03195319531943e+008	(4.41003249235268e+001dB,-3.49527731083007e+001°)
2.03232823282318e+008	(4.40999511271248e+001dB,-3.49585086044104e+001°)
2.03270327032693e+008	(4.40995772993879e+001dB,-3.49642436495922e+001°)
2.03307830783068e+008	(4.40992034403301e+001dB,-3.49699782438535e+001°)
2.03345334533443e+008	(4.40988295499709e+001dB,-3.49757123871644e+001°)
2.03382838283818e+008	(4.40984556283174e+001dB,-3.49814460796472e+001°)
2.03420342034193e+008	(4.40980816753837e+001dB,-3.49871793213347e+001°)
2.03457845784568e+008	(4.40977076911853e+001dB,-3.49929121122271e+001°)
2.03495349534943e+008	(4.40973336757317e+001dB,-3.49986444523305e+001°)
2.03532853285318e+008	(4.40969596290497e+001dB,-3.50043763415643e+001°)
2.03570357035693e+008	(4.40965855511383e+001dB,-3.50101077802290e+001°)
