Freq.	V(vout)/V(vin)
1.32538253825382e+008	(1.74007461712455e+001dB,1.76950586085882e+002°)
1.32575757575757e+008	(1.74007471974573e+001dB,1.76949425092788e+002°)
1.32613261326132e+008	(1.74007482238620e+001dB,1.76948264185844e+002°)
1.32650765076507e+008	(1.74007492503627e+001dB,1.76947103364961e+002°)
1.32688268826882e+008	(1.74007502770025e+001dB,1.76945942630077e+002°)
1.32725772577257e+008	(1.74007513037507e+001dB,1.76944781981100e+002°)
1.32763276327632e+008	(1.74007523306477e+001dB,1.76943621417997e+002°)
1.32800780078007e+008	(1.74007533576879e+001dB,1.76942460940678e+002°)
1.32838283828382e+008	(1.74007543848187e+001dB,1.76941300549040e+002°)
1.32875787578757e+008	(1.74007554121210e+001dB,1.76940140243081e+002°)
1.32913291329132e+008	(1.74007564395275e+001dB,1.76938980022659e+002°)
1.32950795079507e+008	(1.74007574670576e+001dB,1.76937819887740e+002°)
1.32988298829882e+008	(1.74007584947359e+001dB,1.76936659838257e+002°)
1.33025802580257e+008	(1.74007595225490e+001dB,1.76935499874118e+002°)
1.33063306330632e+008	(1.74007605504706e+001dB,1.76934339995263e+002°)
1.33100810081007e+008	(1.74007615785314e+001dB,1.76933180201625e+002°)
1.33138313831382e+008	(1.74007626067359e+001dB,1.76932020493137e+002°)
1.33175817581757e+008	(1.74007636350441e+001dB,1.76930860869713e+002°)
1.33213321332132e+008	(1.74007646635003e+001dB,1.76929701331295e+002°)
1.33250825082507e+008	(1.74007656920852e+001dB,1.76928541877814e+002°)
1.33288328832882e+008	(1.74007667207952e+001dB,1.76927382509185e+002°)
1.33325832583257e+008	(1.74007677496723e+001dB,1.76926223225368e+002°)
1.33363336333632e+008	(1.74007687786511e+001dB,1.76925064026262e+002°)
1.33400840084007e+008	(1.74007698077630e+001dB,1.76923904911800e+002°)
1.33438343834382e+008	(1.74007708370096e+001dB,1.76922745881926e+002°)
1.33475847584757e+008	(1.74007718664013e+001dB,1.76921586936570e+002°)
1.33513351335132e+008	(1.74007728959174e+001dB,1.76920428075659e+002°)
1.33550855085507e+008	(1.74007739255565e+001dB,1.76919269299111e+002°)
1.33588358835882e+008	(1.74007749553413e+001dB,1.76918110606879e+002°)
1.33625862586257e+008	(1.74007759852601e+001dB,1.76916951998876e+002°)
1.33663366336632e+008	(1.74007770153147e+001dB,1.76915793475040e+002°)
1.33700870087008e+008	(1.74007780454866e+001dB,1.76914635035296e+002°)
1.33738373837383e+008	(1.74007790758037e+001dB,1.76913476679577e+002°)
1.33775877587758e+008	(1.74007801062452e+001dB,1.76912318407800e+002°)
1.33813381338133e+008	(1.74007811368388e+001dB,1.76911160219934e+002°)
1.33850885088508e+008	(1.74007821675546e+001dB,1.76910002115885e+002°)
1.33888388838883e+008	(1.74007831983854e+001dB,1.76908844095569e+002°)
1.33925892589258e+008	(1.74007842293717e+001dB,1.76907686158950e+002°)
1.33963396339633e+008	(1.74007852605071e+001dB,1.76906528305937e+002°)
1.34000900090008e+008	(1.74007862917803e+001dB,1.76905370536487e+002°)
1.34038403840383e+008	(1.74007873231674e+001dB,1.76904212850480e+002°)
1.34075907590758e+008	(1.74007883547060e+001dB,1.76903055247909e+002°)
1.34113411341133e+008	(1.74007893863754e+001dB,1.76901897728664e+002°)
1.34150915091508e+008	(1.74007904181617e+001dB,1.76900740292684e+002°)
1.34188418841883e+008	(1.74007914501195e+001dB,1.76899582939915e+002°)
1.34225922592258e+008	(1.74007924821760e+001dB,1.76898425670260e+002°)
1.34263426342633e+008	(1.74007935144008e+001dB,1.76897268483703e+002°)
1.34300930093008e+008	(1.74007945467572e+001dB,1.76896111380120e+002°)
1.34338433843383e+008	(1.74007955792373e+001dB,1.76894954359471e+002°)
1.34375937593758e+008	(1.74007966118287e+001dB,1.76893797421665e+002°)
1.34413441344133e+008	(1.74007976446090e+001dB,1.76892640566693e+002°)
1.34450945094508e+008	(1.74007986775062e+001dB,1.76891483794418e+002°)
1.34488448844883e+008	(1.74007997105614e+001dB,1.76890327104815e+002°)
1.34525952595258e+008	(1.74008007437400e+001dB,1.76889170497787e+002°)
1.34563456345633e+008	(1.74008017770342e+001dB,1.76888013973283e+002°)
1.34600960096008e+008	(1.74008028104955e+001dB,1.76886857531240e+002°)
1.34638463846383e+008	(1.74008038440985e+001dB,1.76885701171596e+002°)
1.34675967596758e+008	(1.74008048777904e+001dB,1.76884544894235e+002°)
1.34713471347133e+008	(1.74008059116931e+001dB,1.76883388699179e+002°)
1.34750975097508e+008	(1.74008069456925e+001dB,1.76882232586276e+002°)
1.34788478847883e+008	(1.74008079798310e+001dB,1.76881076555494e+002°)
1.34825982598259e+008	(1.74008090141399e+001dB,1.76879920606777e+002°)
1.34863486348634e+008	(1.74008100485640e+001dB,1.76878764740048e+002°)
1.34900990099009e+008	(1.74008110830987e+001dB,1.76877608955208e+002°)
1.34938493849384e+008	(1.74008121178254e+001dB,1.76876453252254e+002°)
1.34975997599759e+008	(1.74008131526652e+001dB,1.76875297631061e+002°)
1.35013501350134e+008	(1.74008141876425e+001dB,1.76874142091591e+002°)
1.35051005100509e+008	(1.74008152227813e+001dB,1.76872986633773e+002°)
1.35088508850884e+008	(1.74008162580521e+001dB,1.76871831257540e+002°)
1.35126012601259e+008	(1.74008172934743e+001dB,1.76870675962844e+002°)
1.35163516351634e+008	(1.74008183290130e+001dB,1.76869520749580e+002°)
1.35201020102009e+008	(1.74008193646838e+001dB,1.76868365617687e+002°)
1.35238523852384e+008	(1.74008204005353e+001dB,1.76867210567141e+002°)
1.35276027602759e+008	(1.74008214364991e+001dB,1.76866055597836e+002°)
1.35313531353134e+008	(1.74008224726365e+001dB,1.76864900709731e+002°)
1.35351035103509e+008	(1.74008235088887e+001dB,1.76863745902744e+002°)
1.35388538853884e+008	(1.74008245453048e+001dB,1.76862591176809e+002°)
1.35426042604259e+008	(1.74008255818649e+001dB,1.76861436531862e+002°)
1.35463546354634e+008	(1.74008266185357e+001dB,1.76860281967847e+002°)
1.35501050105009e+008	(1.74008276553854e+001dB,1.76859127484678e+002°)
1.35538553855384e+008	(1.74008286923621e+001dB,1.76857973082315e+002°)
1.35576057605759e+008	(1.74008297294545e+001dB,1.76856818760650e+002°)
1.35613561356134e+008	(1.74008307667247e+001dB,1.76855664519660e+002°)
1.35651065106509e+008	(1.74008318041196e+001dB,1.76854510359284e+002°)
1.35688568856884e+008	(1.74008328416831e+001dB,1.76853356279441e+002°)
1.35726072607259e+008	(1.74008338793818e+001dB,1.76852202280056e+002°)
1.35763576357634e+008	(1.74008349171983e+001dB,1.76851048361051e+002°)
1.35801080108009e+008	(1.74008359551859e+001dB,1.76849894522401e+002°)
1.35838583858384e+008	(1.74008369933151e+001dB,1.76848740764018e+002°)
1.35876087608759e+008	(1.74008380315769e+001dB,1.76847587085842e+002°)
1.35913591359134e+008	(1.74008390699835e+001dB,1.76846433487801e+002°)
1.35951095109509e+008	(1.74008401085739e+001dB,1.76845279969854e+002°)
1.35988598859885e+008	(1.74008411472643e+001dB,1.76844126531894e+002°)
1.36026102610260e+008	(1.74008421861107e+001dB,1.76842973173895e+002°)
1.36063606360635e+008	(1.74008432251177e+001dB,1.76841819895772e+002°)
1.36101110111010e+008	(1.74008442642632e+001dB,1.76840666697470e+002°)
1.36138613861385e+008	(1.74008453035446e+001dB,1.76839513578912e+002°)
1.36176117611760e+008	(1.74008463429769e+001dB,1.76838360540049e+002°)
1.36213621362135e+008	(1.74008473825430e+001dB,1.76837207580804e+002°)
1.36251125112510e+008	(1.74008484222933e+001dB,1.76836054701124e+002°)
1.36288628862885e+008	(1.74008494621567e+001dB,1.76834901900932e+002°)
1.36326132613260e+008	(1.74008505021916e+001dB,1.76833749180177e+002°)
1.36363636363635e+008	(1.74008515423597e+001dB,1.76832596538805e+002°)
1.36401140114010e+008	(1.74008525826758e+001dB,1.76831443976726e+002°)
1.36438643864385e+008	(1.74008536231394e+001dB,1.76830291493885e+002°)
1.36476147614760e+008	(1.74008546637440e+001dB,1.76829139090198e+002°)
1.36513651365135e+008	(1.74008557045124e+001dB,1.76827986765662e+002°)
1.36551155115510e+008	(1.74008567454169e+001dB,1.76826834520156e+002°)
1.36588658865885e+008	(1.74008577864760e+001dB,1.76825682353634e+002°)
1.36626162616260e+008	(1.74008588276683e+001dB,1.76824530266029e+002°)
1.36663666366635e+008	(1.74008598690517e+001dB,1.76823378257301e+002°)
1.36701170117010e+008	(1.74008609105188e+001dB,1.76822226327328e+002°)
1.36738673867385e+008	(1.74008619521965e+001dB,1.76821074476129e+002°)
1.36776177617760e+008	(1.74008629939815e+001dB,1.76819922703567e+002°)
1.36813681368135e+008	(1.74008640359460e+001dB,1.76818771009646e+002°)
1.36851185118510e+008	(1.74008650780313e+001dB,1.76817619394222e+002°)
1.36888688868885e+008	(1.74008661202830e+001dB,1.76816467857307e+002°)
1.36926192619260e+008	(1.74008671626781e+001dB,1.76815316398796e+002°)
1.36963696369635e+008	(1.74008682052341e+001dB,1.76814165018640e+002°)
1.37001200120010e+008	(1.74008692479025e+001dB,1.76813013716767e+002°)
1.37038703870385e+008	(1.74008702907833e+001dB,1.76811862493139e+002°)
1.37076207620760e+008	(1.74008713337505e+001dB,1.76810711347645e+002°)
1.37113711371135e+008	(1.74008723769098e+001dB,1.76809560280271e+002°)
1.37151215121511e+008	(1.74008734202164e+001dB,1.76808409290940e+002°)
1.37188718871886e+008	(1.74008744636562e+001dB,1.76807258379575e+002°)
1.37226222622261e+008	(1.74008755072698e+001dB,1.76806107546137e+002°)
1.37263726372636e+008	(1.74008765510227e+001dB,1.76804956790543e+002°)
1.37301230123011e+008	(1.74008775949102e+001dB,1.76803806112729e+002°)
1.37338733873386e+008	(1.74008786389870e+001dB,1.76802655512662e+002°)
1.37376237623761e+008	(1.74008796831866e+001dB,1.76801504990247e+002°)
1.37413741374136e+008	(1.74008807275704e+001dB,1.76800354545445e+002°)
1.37451245124511e+008	(1.74008817720854e+001dB,1.76799204178185e+002°)
1.37488748874886e+008	(1.74008828167644e+001dB,1.76798053888392e+002°)
1.37526252625261e+008	(1.74008838615562e+001dB,1.76796903676011e+002°)
1.37563756375636e+008	(1.74008849065334e+001dB,1.76795753541000e+002°)
1.37601260126011e+008	(1.74008859516304e+001dB,1.76794603483273e+002°)
1.37638763876386e+008	(1.74008869969369e+001dB,1.76793453502788e+002°)
1.37676267626761e+008	(1.74008880423693e+001dB,1.76792303599460e+002°)
1.37713771377136e+008	(1.74008890879246e+001dB,1.76791153773244e+002°)
1.37751275127511e+008	(1.74008901336672e+001dB,1.76790004024070e+002°)
1.37788778877886e+008	(1.74008911795843e+001dB,1.76788854351905e+002°)
1.37826282628261e+008	(1.74008922256078e+001dB,1.76787704756639e+002°)
1.37863786378636e+008	(1.74008932718090e+001dB,1.76786555238248e+002°)
1.37901290129011e+008	(1.74008943181701e+001dB,1.76785405796658e+002°)
1.37938793879386e+008	(1.74008953646645e+001dB,1.76784256431807e+002°)
1.37976297629761e+008	(1.74008964113272e+001dB,1.76783107143637e+002°)
1.38013801380136e+008	(1.74008974581287e+001dB,1.76781957932076e+002°)
1.38051305130511e+008	(1.74008985051208e+001dB,1.76780808797092e+002°)
1.38088808880886e+008	(1.74008995522539e+001dB,1.76779659738590e+002°)
1.38126312631261e+008	(1.74009005995447e+001dB,1.76778510756545e+002°)
1.38163816381636e+008	(1.74009016469779e+001dB,1.76777361850857e+002°)
1.38201320132011e+008	(1.74009026945472e+001dB,1.76776213021467e+002°)
1.38238823882386e+008	(1.74009037422984e+001dB,1.76775064268355e+002°)
1.38276327632761e+008	(1.74009047902036e+001dB,1.76773915591429e+002°)
1.38313831383137e+008	(1.74009058382587e+001dB,1.76772766990639e+002°)
1.38351335133512e+008	(1.74009068865032e+001dB,1.76771618465932e+002°)
1.38388838883887e+008	(1.74009079349049e+001dB,1.76770470017233e+002°)
1.38426342634262e+008	(1.74009089834075e+001dB,1.76769321644473e+002°)
1.38463846384637e+008	(1.74009100320821e+001dB,1.76768173347608e+002°)
1.38501350135012e+008	(1.74009110809426e+001dB,1.76767025126582e+002°)
1.38538853885387e+008	(1.74009121299505e+001dB,1.76765876981321e+002°)
1.38576357635762e+008	(1.74009131791051e+001dB,1.76764728911782e+002°)
1.38613861386137e+008	(1.74009142284256e+001dB,1.76763580917872e+002°)
1.38651365136512e+008	(1.74009152778857e+001dB,1.76762432999560e+002°)
1.38688868886887e+008	(1.74009163275183e+001dB,1.76761285156792e+002°)
